ID,Sex,Age,ParticipantLTR,PartnerNumber,HadSex,AgeSex,Orientation,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24,CMVS25,CMVS26,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,SDQ1,SDQ2,SDQ3,SDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
143,2,52,1,10,1,14,1,68,1,6,3,6,6,6,6,6,1,4,3,4,5,7,4,2,4,5,6,6,1,1,7,4,7,7,2,7,4,2,9,9,9,7,9,6,4,4,4,3,3,3,2,5,6,5,3,3,5,6,7,5,7,5,2,2,2,3,5,5,2,2
144,2,36,1,3,1,22,1,1,1,5,4,2,2,3,6,2,6,4,4,4,4,3,1,2,4,5,6,5,2,3,3,4,5,2,2,2,2,2,1,1,1,1,1,2,2,2,4,3,1,3,3,5,5,5,5,6,5,6,7,7,7,7,6,5,5,5,5,4,4,6
145,2,43,1,4,1,22,1,1,1,4,3,3,4,3,7,3,6,3,4,6,6,2,1,1,2,7,7,7,5,5,5,4,7,4,2,2,2,2,1,1,1,1,1,1,1,1,4,2, ,3,3,5,5,5,6,6,5,5,6,6,7,7,7,7,7,7,7,7,7,6
146,2,41,1,7,1,26,1,2,1,0,4,3,4,5,1,5,1,7,7,6,2,7,7,7,5,1,1,1,4,4,2,4,1,4,7,7,7,2,1,1,1,1,1,1,1,1,4,2,1,4,3,6,6,6,6,2,6,3,7,2,7,7,7,7,7,7,7,7,5,6
147,1,25,1,3,1,20,2,3,1,15,4,5,2,5,3,2,1,3,2,3,3,3,2,1,2,2,4,2,1,3,2,3,4,2,2,4,3,2,3,2,1,3,8,5,3,6,4,4,3,5,3,6,2,1,6,7,6,5,6,7,5,6,6,5,7,6,5,6,5,6
148,2,48,1,5,1,28,1,5,1,4,4,3,3,5,6,3,7,6,6,7,5,2,2,1,1,6,7,7,3,3,6,2,7,5,2,2,2,2,1,2,5,3,1,1,1,1,4,3,3,4,3,6,6,7,7,7,7,1,7,6,7,6,7,7,7,5,5,5,3,5
149,2,33,1,2,1,22,1,1,1,4,5,4,5,5,5,4,3,5,5,6,6,6,1,2,2,7,7,7,2,2,6,4,6,6,2,3,4,2,1,1,6,1,1,2,2,2,4,3,2,3,3,6,3,6,7,7,7,6,7,7,7,7,7,7,7,6,6,6,5,6
150,2,33,1,13,1,15,1,10,1,8,2,3,5,5,6,6,7,3,5,6,7,3,1,2,2,7,7,7,1,1,7,3,7,3,2,6,2,2,3,7,7,3,4,5,2,2,4,4,1,4,3,3,2,3,7,5,2,2,7,7,7,5,7,7,7,6,6,6,3,1
151,2,29,1,7,1,16,1,5,1,5,4,3,5,3,3,4,4,5,5,5,5,5,3,2,2,6,6,6,2,2,3,3,3,5,5,5,5,2,2,4,8,3,7,2,2,2,4,2,2,5,3,6,6,5,4,5,6,1,6,6,7,4,2,5,4,3,4,5,4,5
152,1,27,1,6,1,16,2,2,1,5,3,2,4,5,7,2,7,6,7,7,3,4,4,5,3,5,4,4,5,3,3,4,4,5,4,3,2,2,1,1,1,1,1,1,1,1,4,3,2,4,4,5,6,6,5,6,7,1,4,7,7,7,5,6,5,5,5,6,5,6
153,1,23,1,3,1,17,2,25,1,4,4,3,4,3,2,4,3,2,4,5,3,4,5,4,2,3,4,5,4,2,4,2,4,3,3,4,5,2,5,3,1,2,7,4,4,3,4,3,5,4,4,5,3,3,4,5,4,2,5,5,3,5,3,4,6,4,3,4,3,5
154,2,35,1,7,1,14,1,5,1,6,3,4,3,4,3,5,1,1,2,4,4,6,7,6,5,3,2,1,3,3,4,3,2,4,5,4,3,2,2,1,1,2,7,4,2,3,4,3,1,3,4,3,5,3,2,4,3,6,4,5,2,4,1,2,4,5,2,5,3,2
155,1,46,1,7,1,20,2,10,1,4,4,4,4,4,4,4,6,6,6,6,6,6,5,4,4,4,4,4,4,2,2,2,4,4,4,4,4,2,5,3,5,5,5,5,5,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
156,1,34,1,10,1,18,2,10,1,5,4,6,4,3,3,4,1,4,4,5,3,4,5,5,4,3,4,3,4,5,4,5,4,3,6,4,3,2,2,2,6,5,5,7,5,5,4,3,4,4,4,5,5,4,3,5,4,5,4,5,5,4,4,5,4,4,3,4,5,4
157,2,45,1,1,1,18,1,5,1,5,3,4,5,5,5,5,5,4,4,5,4,4,2,2,4,5,5,5,5,4,4,4,4,4,4,4,4,2,4,4,7,7,7,3,2,2,4,3,1,4,4,5,5,5,5,5,7,7,7,7,7,7,7,6,6,6,6,6,6,2
159,2,25,1,3,2, ,1,1,1,0,4,1,3,2,3,3,2,2,3,2,2,4,3,2,3,1,2,4,3,4,3,3,4,2,6,5,5,2,2,2,1,1,5,5,3,3,4,5,4,4,5,6,4,3,6,1,5,6,5,4,4,6,5,3,5,6,6,4,5,6
160,2,42,1,4,1,21,1,4,1,30,4,1,1,1,3,3,7,7,7,7,5,3,3,1,7,7,7,7,3,3,3,1,3,3,2,2,2,2,1,1,1,1,1,2,2,2,4,2,1,7,5,4,7,7,5,7,7,7,4,7,7,7,7,7,7,7,7,7,4,7
161,1,35,1,1,1,20,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,6,6,6,4,4,2,4,5,5,5,6,1,1,6,6,6,7,1,6,6,6,6,6,6,6,6,6
162,2,40,1,7,1,14,1,6,1,5,4,3,3,3,5,3,7,7,3,3,3,2,1,1,1,7,7,7,1,1,7,3,7,3,2,2,2,2,2,1,1,1,1,1,1,1,4,3,2,4,5,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,6,7
164,1,44,1,0,2, ,2,1,1,0,4,3,4,3,2,3,4,5,4,4,4,5,4,5,3,3,4,5,4,4,5,4,3,3,3,2,3,2,1,1,1,1,9,2,2,1,4,4,2,4,5,4,3,4,5,6,5,4,3,5,5,6,5,4,3,4,5,6,4,3
165,2,47,1,7,1,17,1,7,1,4,3,3,3,3,3,3,7,7,7,7,7,7,1,3,1,7,7,7,2,2,3,2,7,5,2,2,5,2,7,2,1,1,1,1,1,1,4,3,2,2,5,6,7,6,7,7,1,2,2,3,7,7,1,1,1,5,5,5,1,3
166,2,28,1,1,1,20,1,1,1,1,3,4,3,2,2,2,5,4,1,2,2,4,2,2,2,4,4,4,3,3,3,2,2,2,3,4,3,2,2,2,1,1,9,1,1,1,4,3,2,4,5,5,6,6,6,5,6,6,6,6,1,5,5,5,5,5,5,5,5,5
167,2,32,1,1,1,23,1,1,1,1,3,4,5,5,7,6,7,4,4,5,4,4,2,2,2,6,6,6,6,6,6,4,6,4,2,2,2,2,2,1,1,1,1,2,2,1,4,3,2,3,5,5,5,5,6,5,7,7,7,7,7,7,7,7,7,7,7,7,6,6
168,2,28,1,3,1,17,1,2,1,1,3,4,3,3,3,3,5,5,5,5,4,5,3,3,2,5,6,6,3,3,5,4,5,4,4,3,4,2,2,2,1,1,1,2,1,2,4,4,2,4,5,5,7,6,7,4,7,1,7,6,7,7,7,5,5,4,4,5,3,1
169,1,32,1,5,1,27,2,1,1,8,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,1,1,1,2,2,1,4,4,2,5,5,5,5,3,3,5,6,5,7,7,6,7,7,7,7,7,6,6,5,7
170,2,43,1,4,1,15,1,4,1,8,2,6,6,5,6,6,7,6,5,4,5,7,7,7,5,6,1,1,7,7,5,5,7,7,7,4,5,2,4,1,1,1,1,6,5,1,4,3,3,3,5,6,6,6,5,3,4,4,7,2,7,7,6,6,6,5,6,6,2,6
171,2,39,1,11,1,14,1,5,1,8,3,2,2,2,2,2,4,2,2,2,2,2,2,7,7,3,5,4,6,6,6,6,6,5,3,3,5,2,2,5,2,5,7,6,4,6,4,2,2,4,5,5,7,6,6,4,7,3,7,4,6,6,6,6,6,6,6,6,5,6
172,2,59,1,5,1,16,1,4,1,1,4,3,5,5,6,6,7,3,2,5,5,3,1,2,2,6,6,6,4,4,7,4,7,5,3,2,2,2,2,1,2,2,5,3,3,1,4,2,2,3,5,3,5,5,5,5,7,7,7,6,7,6,7,7,7,6,6,6,5,5
173,1,34,1,10,1,17,2,18,1,2,4,2,2,2,4,2,6,4,4,4,3,2,2,3,4,3,6,6,2,3,3,6,4,5,2,2,2,2,6,6,3,2,6, , , ,4,4,4,4,5,5,4,3,5,5,5,1,4,6,4,4,7,6,5,6,5,5,5,7
174,2,29,1,2,1,20,1,2,2,2,4,2,3,2,3,5,3,2,3,3,3,6,2,2,3,3,2,3,2,5,5,2,3,3,5,6,5,2,2,3,3,4,5,4,6,5,4,4,4,4,5,6,6,6,5,5,4,5,6,5,5,6,6,5,6,6,7,6,5,5
175,2,51,1,2,1,16,1,2,1,0,4,5,4,3,1,3,3,4,3,4,2,3,4,6,4,2,1,1,4,2,2,3,1,6,7,7,4,2,1,1,4,2,4,2,2,1,4,2,1,3,5,6,6,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,3,3
176,1,40,1,4,1,20,2,5,1,1,3,2,2,3,4,3,4,4,4,4,3,3,2,3,3,4,5,4,2,3,3,3,3,3,2,3,3,2,3,3,5,7,5,2,2,2,4,3,2,4,5,6,5,5,6,3,6,6,5,6,6,5,5,5,5,6,6,6,5,5
177,2,42,1,4,1,17,1,3,1,2,3,3,3,3,3,3,6,5,5,4,5,5,1,2,2,6,5,4,3,3,3,3,3,6,2,2,2,2,3,2,5,1,7,2,1,1,4,3,1,4,5,2,7,7,7,4,5,2,5,7,7,7,7,7,7,5,4,6,3,1
178,1,32,1,3,1,18,2,3,1,5,3,4,2,4,3,5,2,6,4,3,3,3,4,6,3,5,3,7,6,4,2,3,6,3,4,4,2,2,4,3,5,7,5,3,2,2,4,5,5,4,5,4,4,6,6,4,6,5,4,5,5,4,4,5,3,3,4,6,5,1
179,1,49,1,6,1,21,2,4,4,100,4,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,3,4,2,2,2,5,4,6,4,4,4,4,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5
180,2,57,1,7,1,18,1,6,1,0,4,4,4,5,7,7,4,5,5,4,5,2,1,1,7,7,7,7,7,7,7,4,7,3,2,2,2,2,1,1,5,1,4,1,1,1,4,2,2,3,5,5,7,7,7,7,7,3,7,7,7,5,7,7,7,5,5,5,6,5
181,2,35,1,3,1,23,1,2,1,4,2,3,3,3,6,3,6,6,6,6,6,5,2,2,2,6,6,6,2,2,2,4,6,6,2,2,2,2,1,1,6,1,2,2,2,2,4,3, ,3,5,6,5,5,5,6,6,6,7,7,7,7,7,7,5,7,7,7,5,4
182,1,26,1,3,2, ,2,2,1,0,5,3,2,2,3,2,2,2,2,3,3,4,2,2,1,4,4,4,3,2,2,2,1,4,5,6,4,2,3,2,6,8,6,7,6,5,4,2,4,5,5,6,5,5,6,6,5,6,4,5,5,6,5,4,5,6,6,6,5,2
183,2,39,1,5,1,18,1,5,1,6,4,3,2,4,5,2,3,3,2,5,3,3,2,1,2,6,6,7,3,3,5,3,5,3,2,3,2,2,3,3,6,4,4,2,2,3,4,4,3,4,5,6,7,7,6,2,2,1,7,6,2,6,5,5,6,5,6,6,6,5
184,2,48,1,5,1,16,1,21,1,1,2,4,4,5,5,3,5,6,6,6,5,2,6,3,6,7,7,7,2,3,5,3,6,3,2,3,4,2,6,6,6,3,4,2,2,2,4,3,2,3,5,5,5,5,5,6,4,5,4,7,7,5,3,5,6,3,5,6,2,1
185,2,34,1,7,1,23,1,7,1,4,5,4,4,4,4,3,5,3,3,4,3,2,1,1,2,5,6,4,3,4,5,3,6,3,2,3,4,2,2,1,6,1,7,2,2,1,4,3,1,4,5,7,5,7,7,6,2,7,4,7,7,6,7,7,7,7,7,7,5,6
186,2,30,1,7,1,17,1,25,1,3,3,4,5,5,2,4,1,1,1,1,1,3,7,7,3,1,1,1,5,5,1,5,2,6,6,4,6,2,6,6,6,4,5,5,5,1,4,2,2,3,5,6,2,6,6,6,7,2,7,6,7,7,7,6,6,5,4,4,2,6
187,2,24,1,5,1,16,1,20,1,4,3,2,2,2,7,2,7,6,6,7,7,7,4,4,4,7,7,7,5,1,2,2,4,4, ,4,4,2,2,2,7,7,6,5,6,4,4,3,4,5,5,5,5,5,6,5,4,5,6,4,5,4,5,3,4,5,5,4,5,4
188,2,27,1,1,1,20,1,1,1,4,3,5,6,6,6,4,3,6,7,6,6,5,2,3,5,7,7,5,3,3,5,4,6,5,2,2,2,2,1,1,7,5,6,3,3,2,4,2,1,3,5,5,6,5,7,5,7,7,4,7,2,7,5,5,6,3,3,5,2,4
189,2,29,1,6,1,17,1,10,1,5,3,5,5,5,6,5,6,6,6,6,5,5,7,3,7,5,5,5,3,3,6,3,5,3,3,2,3,2,3,5,7,7,5,2,2,2,4,3,2,3,5,6,5,5,6,5,3,5,4,6,7,5,5,5,5,3,3,3,2,2
190,1,51,1,10,1,18,2,10,1,2,3,2,4,3,4,4,7,6,7,7,7,7,3,3,2,6,6,7,6,6,4,6,7,1,2,5,2,2,2,4,8,5,3,2,1,2,4,3,1,4,5,6,7,7,6,2,7,7,5,7,7,5,7,6,7,5,6,6,2,5
191,2,25,1,2,1,16,1,15,1,1,4,3,3,3,3,3,3,2,2,4,1,2,1,1,3,6,6,6,1,1,5,3,2,2,3,4,3,2,7,7,8,8,7,7,4,6,4,2,2,3,5,6,5,6,6,4,7,7,4,5,6,3,7,7,6,7,7,7,6,1
192,1,35,1,10,1,15,2,12,1,8,2,3,3,4,3,4,7,3,2,4,3,2,1,2,4,7,7,7,1,1,6,3,6,4,2,2,2,2,3,5,8,8,8,4,2,2,4,4,2,4,5,5,5,7,4,4,7,4,7,7,6,3,6,5,5,5,5,5,3,1
193,2,42,1,5,1,17,1,8,1,1,3,3,4,4,4,4,3,2,2,4,3,2,3,3,4,6,6,6,3,3,4,3,4,1,2,2,2,2,3,3,9,9,5,3,3,3,4,4,4,4,5,5,6,6,4,5,6,6,6,6,7,4,6,6,6,6,6,6,6,4
194,1,48,1,5,1,14,2,17,1,0,3,3,3,4,4,3,5,3,2,4,4,5,4,2,2,6,7,7,2,3,4,3,3,3,5,6,2,2,3,7,9,3,9,5,3,3,4,4,4,3,5,7,3,6,5,2,7,7,6,7,7,2,5,5,5,6,6,6,3,1
195,2,51,1,10,1,14,1,20,1,4,2,4,7,7,7,7,7,7,7,7,7,2,2,2,2,7,7,7,2,2,7,4,6,3,2,2,2,2,8,8,9,1,1,1,1,1,4,3,1,4,5,7,6,6,7,7,1,5,1,7,7,7,1,1,1,1,1,1,1,1
197,2,45,1,3,1,17,1,3,1,4,5,1,1,1,3,1,2,3,3,3,2,2,1,1,1,3,7,7,1,1,1,2,7,1,2,2,2,2,2,1,1,1,1,2,2,2,4,3,1,4,6,6,6,7,7,6,7,5,7,7,7,7,7,7,6,6,6,6,7,6
198,2,29,1,1,1,25,1,1,1,12,4,1,2,3,5,3,6,2,2,4,2,2,1,2,2,6,5,7,3,5,2,2,4,2,2,4,3,2,1,1,1,1,1,2,2,2,4,2,1,4,6,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
199,1,45,1,1,1,24,2,1,1,8,4,2,2,2,6,3,4,3,2,3,2,2,2,2,2,5,6,6,2,3,2,4,3,3,2,4,2,2,1,1,1,1,1,1,1,1,4,4,2,4,6,6,7,6,6,6,4,6,7,7,1,7,4,6,4,4,4,5,4,4
200,1,35,1,1,1,20,2,1,1,1,3,3,3,3,2,2,4,3,1,3,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,2,2,2,1,1,5,2,2,2,4,4,2,5,6,6,6,6,6,2,6,6,6,6,6,7,7,7,7,7,7,7,7,7
201,2,28,1,1,1,20,1,1,1,10,4,4,3,2,2,2,4,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,1,1,3,1,1,1,4,3,2,5,6,6,6,6,6,2,6,6,6,6,5,5,6,6,7,6,6,6,7,6
202,2,28,1,1,1,21,1,1,1,10,3,4,3,2,2,2,5,2,1,2,2,4,2,2,2,4,2,3,3,3,3,3,3,4,3,4,4,2,3,3,1,1,2,1,1,1,4,3,2,5,6,4,6,5,6,5,5,5,5,5,1,6,6,6,6,6,6,6,6,6
203,2,55,1,11,1,17,1,11,1,3,3,3,4,5,6,4,7,3,3,5,5,3,1,1,3,7,7,7,2,5,6,2,7,2,2,2,4,2,3,1,2,1,1,2,1,1,4,3,2,3,6,6,5,5,6,6,5,3,7,7,7,7,6,5,5,3,3,3,2,2
204,2,36,1,1,2, ,1,1,1,1,3,6,6,6,6,6,6,6,6,4,3,6,2,2,2,4,2,4,2,3,2,2,2,2,3,6,3,2,2,2,2,2,2,4,4,4,4,3,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
205,2,50,1,5,1,16,1,6,1,4,2,2,2,2,4,2,3,5,5,4,4,4,1,1,1,7,7,7,2,2,4,2,7,2,6,4,2,2,1,1,3,1,1,2,2,1,4,4,2,5,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7,7
206,2,35,1,2,1,24,1,2,1,0,2,2,3,4,6,3,7,4,5,4,3,3,1,1,2,5,7,6,2,4,4,6,6,1,2,4,2,2,1,1,3,1,1,1,1,5,4,2,2,3,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,1
207,2,40,1,10,1,16,1,8,1,3,1,3,3,4,4,3,5,2,2,4,3,5,2,2,3,5,5,6,3,3,3,4,3,2,6,3,3,2,3,3,3,3,6,2,2,2,4,3,2,4,6,7,4,6,7,5,7,7,7,7,7,6,7,7,7,6,6,6,6,6
208,1,27,1,3,1,19,2,2,1,3,4,5,5,5,6,4,6,5,6,6,5,5,3,3,4,7,7,7,5,5,6,4,6,4,2,2,2,2,2,1,3,1,2,2,2,1,4,4,4,5,6,6,5,6,7,7,4,4,4,6,7,7,5,4,4,5,3,3,1,1
209,1,69,1,5,1,18,2,3,1,2,4,6,6,6,2,6,2,4,5,5,3,5,2,1,1,6,3,5,4,4,3,3,3,3,2,4,2,2,3,2,3,3,3,1,1,2,4,3,3,3,6,6,7,7,7,5,5,3,6,7,7,6,3,3,5,6,6,6,2,1
210,2,34,1,5,1,17,1,9,1,3,4,7,5,4,3,5,3,7,7,5,4,4,7,7,5,2,2,2,5,4,7,6,4,7,7,6,6,2,2,4,3,1,3,1,1,1,4,3,1,3,6,6,6,7,7,6,7,5,7,7,7,6,5,5,7,7,7,7,5,2
211,2,27,1,2,2, ,1,1,1,7,5,1,1,6,1,1,7,7,1,1,1,2,1,1,1,7,7,2,1,1,1,7,2,1,7,2,2,2,1,1,4,1,9,8,8,8,4,2,1,6,6,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7
212,2,50,1,4,1,21,1,9,1,12,4,6,6,6,1,6,6,2,4,4,4,5,7,7,6,1,1,1,6,6,5,6,2,5,7,7,7,2,2,3,4,1,1,1,1,1,4,4,3,4,6,7,7,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,3,5
213,2,42,1,12,1,15,1,12,1,4,3,2,2,3,3,2,4,3,3,3,3,5,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,5,1,1,2,2,2,4,4,4,4,6,7,6,6,7,6,7,6,7,7,7,7,7,7,7,6,6,6,6,4
214,2,38,1,2,1,26,1,1,1,5,3,2,2,3,6,3,6,4,5,4,5,4,2,2,2,3,4,4,3,3,3,3,4,3,2,3,2,2,2,1,5,2,3,2,2,4,4,4,2,3,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,4,5,5
215,2,54,1,25,1,18,1,10,1,6,3,3,3,3,4,2,4,3,2,2,2,2,3,2,4,6,6,6,1,2,2,2,4,2,2,3,3,2,1,1,5,5,8,2,2,2,4,3,1,4,6,6,7,5,6,6,7,7,6,6,7,5,6,6,6,7,7,6,6,3
216,2,59,1,5,1,15,1,30,1,4,4,2,2,3,6,4,4,3,3,3,4,2,6,3,3,6,7,7,3,3,4,3,6,3,2,2,2,2,4,7,6,1,3,1,1,1,4,3,3,5,6,6,6,7,7, ,6,4,7,7,7,5,7,7,7,7,7,7,5,1
217,1,27,1,2,1,22,2,2,1,1,4,4,2,3,4,6,4,5,3,4,5,4,2,4,4,2,4,6,4,5,4,3,4,5,4,5,4,2,2,2,6,5,7,4, ,3,4,3,3,4,6,3,3,4,5,3,3,4,5,4,6,4,3,5,4,3,5,6,5,3
218,2,27,1,10,1,17,1,10,1,10,2,2,4,4,4,4,2,6,7,7,6,7,1,1,1,6,7,7,2,2,6,4,6,3,4,2,6,2,4,2,7,2,4,1,1,1,4,4,1,3,6,6,6,7,6,7,7,5,7,7,1,5,7,7,7,5,4,4,3,1
219,2,28,1,5,1,12,1,23,1,5,3,2,1,2,1,1,4,3,6,4,5,7,1,1,1,4,7,3,1,1,2,2,2,1,2,6,4,2,3,8,7,9,9,5,1,2,4,3,4,2,6,6,7,6,2,3,3,1,7,6,6,3,5,3,5,3,2,6, ,2
220,2,48,1,12,1,15,1,12,1,6,3,3,3,4,3,3,2,3,5,5,5,6,1,3,3,7,7,7,3,2,3,3,6,6,2,5,2,2,4,4,7,9,6,2,2,2,4,4,3,3,6,3,2,3,7,7,1,1,5,5,7,6,2,2,2,3,2,3,1,1
221,2,25,1,4,1,17,1,8,1,1,4,4,4,4,4,4,3,5,6,5,6,5,2,2,1,6,6,6,4,4,4,4,4,4,4,4,4,2,4,3,7,5,2,2,2,2,4,4,2,4,6,7,5,7,7,5,4,5,7,6,7,7,5,6, ,5,6,5,3,2
222,2,35,1,20,1,17,1,40,1,1,4,3,4,3,2,3,5,2,3,3,3,4,6,6,5,2,2,2,1,1,3,4,1,5,7,7,7,2,6,8,8,8,8,6,6,4,4,3,2,3,6,6,4,6,6,4,7,5,7,6,7,3,5,5,5,5,5,5,3,1
223,2,30,1,4,1,18,1,10,1,2,3,3,3,3,3,3,5,3,3,3,2,5,2,2,2,3,2,2,3,3,3,2,3,2,6,6,6,2,3,5,8,8,6,5,5,4,4,2,2,2,6,5,5,6,5,6,6,6,6,6,6,5,6,6,6,5,5,6,6,6
224,1,21,1,4,1,17,2,5,1,1,4,1,2,2, ,2,1,2,3,2,3,6,2,1,2,2,1,2,1,2,1,1,2,6,7,7,6,2,6,4,9,9,8,7,7,6,4,4,2,5,6,7,2,2,6,1,6,6,7,7,5,7,6,7,5,7,7,6,7,6
225,2,66,1,3,1,16,1,1,1,4,5,2,2,2,3,3,3,2,2,3,3,2,1,1,4,7,7,7,2,2,4,4,6,2,2,2,2,2,2,1,9,2,1,1,2,1,4,3,2,4,6,6,7,7,7,6,7,6,7,7,7,7,4,6,7,7,6,6,6,1
226,2,33,1,15,1,18,1,12,1,3,4,2,2,2,2,2,3,5,6,4,5,6,1,1,1,7,7,7,2,4,4,2,4,2,2,2,2,2,4,3,9,1,9,5,5,5,4,4,3,3,6,6,6,6,6,6,1,1,7,6,1,6,1,1,1,5,5,5,5,4
227,1,67,1,20,1,17,2,12,1,2,5,2,2,3,3,3,7,7,7,7,7,6,6,2,3,6,7,7,1,1,3,2,3,3,2,2,2,2,6,7,9,8,9,4,4,4,4,2,2,4,6,7,7,6,5,3,1,1,6,7,7,6,1,1,1,1,1,1,1,1
228,2,35,1,12,1,15,1,12,1,3,4,2,2,3,4,2,6,5,2,4,3,2,4,2,6,6,5,6,4,4,4,2,4,5,2,2,2,2,2,5,9,9,9,2,2,2,4,3,1,3,6,6,5,6,6,3,7,7,4,7,7,5,7,7,7,5,6,6,3,4
229,1,51,1,10,1,14,2,6,1,2,3,4,3,4,5,4,6,5,4,4,3,3,1,2,3,6,6,6,2,2,4,3,4,2,2,4,2,2,4,6,9,7,7,3,3,3,4,3,2,4,6,7,6,6,7,3,6,5,6,7,5,3,5,6,6,5,5,5,5,1
230,2,42,1,1,1,23,1,1,1,2,5,1,2,1,2,1,7,5,1,1,1,2,1,1,1,1,2,1,2,2,1,2,6,2,2,2,2,2,2,2,1,1,1,1,1,1,4,3,3,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
232,1,34,1,1,1,21,2,1,1,12,3,7,5,4,7,7,7,5,5,5,5,5,1,1,1,5,5,5,1,1,7,4,7,7,2,4,3,2,1,1,4,4,3,4,3,2,4,4,4,2,7,5,5,6,6,3,3,3,7,7,7,7,5,3,3,6,7,7,4,1
