ID,Sex,Age,ParticipantLTR,PartnerNumber,HadSex,AgeSex,Orientation,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24,CMVS25,CMVS26,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,SDQ1,SDQ2,SDQ3,SDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
321,1,46,1,7,1,15,2,35,1,12,3,2,2,2,3,2,5,3,5,5,5,6,1,3,2,5,6,6,2,2,1,3,4,2,3,7,2,2,4,9,8,7,8,8,4,8,5,4,3,5,5,7,5,3,5,2,6,1,4,5,3,2,5,2,2,3,3,4,1,1
322,1,30,1,5,1,18,2,10,1,10,4,3,3,3,3,3,6,3,3,3,3,2,4,2,3,3,4,4,2,2,3,3,4,3,2,2,2,2,2,6,8,8,8,4,2,3,5,4,4,4,5,4,6,6,6,4,6,5,4,6,5,3,6,5,5,6,5,5,5,4
323,2,44,1,6,1,16,1,6,1,15,3,4,3,3,4,3,3,4,5,6,4,2,6,4,6,7,7,7,3,3,4,3,6,4,2,2,2,2,3,3,8,5,7,3,2,2,5,4,3,5,5,4,6,6,5,7,7,3,4,6,6,2,7,6,6,6,6,6,5,4
324,1,34,1,1,1,27,2,1,1,5,4,5,4,5,6,4,5,6,4,4,5,4,3,5,6,4,2,6,4,5,2,5,4,5,3,2,3,2,2,1,8,7,3,7,5,6,5,4,3,5,5,3,3,5,5,4,5,4,3,5,4,5,4,5,5,4,2,5,4,5
325,2,46,1,5,1,16,1,5,1,20,4,6,5,6,2,5,7,2,2,2,4,7,7, ,6,1,1,1,5,6,5,6,2,5,7,5,6,2,2,1,8,3,8,7,6,4,5,1,3,5,5,6,5,6,7,6,5,1,7,7,7,2,5,5,6,4,5,4,4,1
326,1,27,1,3,1,16,2,7,6,8,5,1,1,2,2,2,2,7,6,4,2,2,1,1,2,7,7,7,1,1,1,1,6,1,2,2,2,2,1,3,9,9,9,4,3,5,5,4,1,5,5,6,6,7,7,1,7,1,4,7,7,1,7,7,7,6,6,6,4,4
327,2,32,1,6,1,19,1,6,1,1,3,1,7,6,6,6,4,7,7,7,7,6,1,1,2,7,6,6,2,2,6,4,7,5,4,5,3,2,5,5,9,5,9,6,3,5,5,4,4,5,5,5,5,3,5,5,2,5,7,6,7,3,3,3,4,5,3,3,5,4
328,1,37,1,6,1,17,2,8,1,1,4,2,4,2,6,6,6,2,2,3,5,2,1,1,1,7,7,7,3,1,7,7,7,4,4,6,6,2,3,6,9,1,1,1,1,1,5,5,5,4,5,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,3,1
329,2,33,1,5,1,14,1,3,1,4,3,2,2,2,3,2,2,4,3,5,5,6,2,2,2,6,6,4,2,2,2,4,5,2,2,2,4,2,2,1,9,7,4,4,2,1,5,4,4,4,5,6,5,7,7,7,7,1,4,7,7,7,6,6,7,7,3,6,3,4
330,2,26,1,8,1,15,1,30,1,4,2,2,6,6,6,6,6,3,4,3,3,5,4,2,2,4,5,3,1,1,7,3,6,3,2,5,2,2,6,7,9,7,8,5,2,4,5,2,2,4,5,5,3,3,5,6,7,1,4,7,7,2,6,7,3,5,3,5,2,4
331,1,32,1,5,1,21,2,4,1,4,2,3,4,5,6,4,6,6,4,5,5,6,2,1,1,6,6,7,1,1,6,4,5,3,2,6,2,2,1,2,9,9,9,7,4,3,5,4,4,4,5,5,6,5,6,7,2,7,7,6,5,1,5,5,5,5,5,5,3,1
332,2,34,1,3,1,14,1,4,1,0,3,3,2,5,7,5,5,2,1,4,6,2,7,4,6,7,7,7,3,3,6,4,7,6,2,2,2,2,2,2,9,9,9,7,2,1,5,3,4,4,5,5,3,5,7,7,3,7,4,7,7,1,7,5,6,3,3,2,1,1
333,1,36,1,8,1,12,2,6,1,6,2,3,2,3,4,3,3,5,6,6,5,5,3,2,3,2,2,3,1,3,3,3,2,5,2,7,5,2,6,6,9,9,9,8,7,7,5,4,4,4,5,6,6,5,4,3,3,2,2,5,2,1,2,4,3,4,3,4,1,1
334,2,47,1,6,1,17,1,20,1,5,4,4,4,4,5,4,2,5,5,4,4,5,6,7,6,2,3,4,7,6,5,4,3,3,3,4,5,2,5,6,9,9,9,4,4,5,5,4,3,5,5,5,3,4,7,6,1,1,7,6,6,5,2,1,1,7,7,7,7,2
335,1,45,1,10,1,18,2,15,1,0,2,4,4,4,5,4,6,4,4,6,6,6,6,4,4,5,6,5,3,2,4,3,4,5,4,5,4,2,1,2,9,8,4,6,7,6,5,4,4,3,5,5,5,6,3,3,6,5,4,5,5,5,5,6,6,3,3,4,3,4
336,2,37,1,3,1,15,1,5,1,2,3,5,6,6,5,6,2,7,7,7,7,5,1,2,3,7,7,7,1,1,7,4,7,7,2,7,2,2,1,2,9,5,2,4,3,4,5,4,4,5,5,5,5,5,6,7,2,4,6,5,7,5,7,6,6,2,2,2,2,2
337,2,43,1,5,1,16,1,5,1,15,3,1,1,1,4,1,1,4,4,4,1,4,1,4,7,7,7,7,1,1,1,1,4,1,2,2,2,2,1,1,1,1,1,1,1,1,5,4,1,4,6,7,7,6,6,5,1,1,6,6,7,7,1,1,1,7,7,7,1,1
338,1,32,1,1,1,31,2,1,1,22,5,1,1,2,6,3,7,4,2,2,1,2,1,1,1,6,5,7,3,3,2,4,4,1,2,2,2,2,1,1,1,1,1,2,2,2,5,4,4,4,6,7,7,7,7,5,7,7,4,7,4,7,7,7,7,7,7,7,7,7
339,2,56,1,4,1,17,1,3,1,8,5,2,2,2,3,2,4,3,2,2,2,2,4,2,2,4,5,6,3,3,2,2,3,2,2,2,2,2,1,1,1,1,2,1,1,1,5,4,2,4,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
340,2,32,1,5,1,16,1,5,1,7,4,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,2,2,1,1,1,2,1,1,1,5,3,3,4,6,6,6,6,6,6,6,6,1,6,5,5,5,5,5,5,5,5,5,5
341,2,45,1,6,1,16,1,10,1,1,3,2,2,2,4,2,2,3,3,4,2,3,1,1,1,7,7,7,1,1,1,1,4,2,2,5,2,2,2,1,1,1,1,2,1,1,5,2,1,4,6,7,6,7,7,6,1,1,7,5,7,7,5,2,5,6,6,6,5,7
342,1,63,1,10,1,19,2,15,1,12,3,2,3,3,4,3,6,3,5,4,3,3,2,2,2,5,6,6,2,4,5,2,6,4,2,3,2,2,4,6,1,1,5,4,5,3,5,4,3,5,6,2,7,7,6,3,6,4,5,7,7,5,7,4,4,6,6,6,6,6
343,1,45,1,8,1,17,2,7,1,7,4,2,3,3,3,3,4,1,1,3,3,4,1,1,1,4,6,6,2,1,4,2,7,4,2,2,2,2,3,1,1,1,1,1,1,1,5,4,1,6,6,6,5,7,7,6,1,7,7,7,7,7,6,5,6,6,6,6,5,6
344,2,36,1,2,1,29,1,1,1,1,3,3,2,4,5,3,7,3,3,4,3,3,3,2,4,6,6,7,3,4,3,3,5,4,2,3,3,2,1,1,1,1,9,1,1,2,5,4,1,4,6,7,7,5,6,4,7,7,7,6,7,7,7,7,7,5,5,5,4,5
345,1,29,1,3,1,18,2,3,1,1,4,3, ,3,4,4,4,3,3,3,3,3,2,2,3,4,4,4,3,3,3,3,4,3,3,3,3,2,1,1,1,1,1,4,4,4,5,4,3,4,6,6,6,6,6,5,7,7,1,6,7,6,6,6,6,6,6,6,5,1
346,2,38,1,3,1,19,1,1,1,10,3,4,2,2,5,2,3,2,1,3,1,2,1,1,1,5,6,6,2,2,4,3,6,5,2,2,2,2,1,1,1,1,1,1,1,1,5,4,1,4,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
347,1,37,1,3,1,21,2,4,4,1,3,4,2,3,3,4,3,2,3,4,3,6,3, ,5,2,3,2,3,3,2,5,3,2,6,5,5,2,2,3,1,4,7,7,4,5,5,4,4,5,6,7,6,5,6,7,6,5,6,7,6,7,6,5,6,7,6,5,5,6
348,1,49,1,1,1,25,2,2,1,10,4,4,4,4,5,5,6,3,2,4,2,2,4,1,2,4,4,4,2,3,3,4,4,4,3,3,5,2,2,2,1,5,8,2,2,2,5,4,2,4,6,7,7,7,7,6,7,7,7,7,2,5,7,7,7,7,6,7,7,7
349,2,34,1,3,1,23,1,2,1,2,3,5,5,5,5,5,6,5,5,5,6,5,1,2,2,6,6,6,3,5,3,5,5,5,3,3,3,2,1,1,1,1,2,1,1,1,5,3,3,4,6,6,6,6,6,6,1,2,4,6,6,6,5,5,5,5,5,5,5,7
350,2,34,1,3,1,24,1,1,1,9,4,5,5,7,7,7,7,2,2,2,2,2,1,1,1,7,7,7,7,6,7,4,5,3,2,2,2,2,1,1,1,1,1,1,1,1,5,4,1,4,6,7,5,7,7,7,1,3,7,7,7,7,4,4,4,5,4,4,4,4
351,1,30,1,1,2, ,2,1,1,12,4,5,3,5,5,5,6,2,1,1,2,3,2,2,1,2,5,2,3,5,3,3,3,5,2,2,3,2,2,2,1,2,2,1,1,1,5,4,2,6,6,6,6,7,7,5,6,7,6,7,2,5,7,7,7,7,7,7,6,6
352,1,36,1,3,1,21,2,4,1,1,4,2,4,3,3,4,3,3,4,3,2,4,4,3,3,4,3,4,3,2,3,4,3,4,5,5,6,2,2,2,2,6,7,3,4,5,5,4,5,5,6,6,6,7,7,3,6,6,6,6,6,5,6,5,6,5,6,6,6,5
353,1,39,1,5,1,23,2,2,1,10,3,3,5,4,6,3,7,3,3,3,2,2,1,2,3,6,6,6,2,1,5,6,6,6,2,6,3,2,1,1,2,1,1,4,3,2,5,4,2,3,6,3,7,5,2,6,7,7,6,7,7,7,6,7,7,6,7,7,6,6
354,2,32,1,5,1,19,1,5,1,6,5,3,4,7,7,5,7,7,6,7,7,6,1,1,2,6,7,7,3,3,6,4,7,3,2,2,2,2,3,2,2,1,3,1,2,1,5,1,1,2,6,6,7,7,7,6,7,7,7,7,7,6,7,7,7,3,3,3,2,6
355,2,36,1,3,1,14,1,2,1,20,4,5,6,5,3,5,1,1,1,1,3,7,7,7,6,1,1,1,5,4,4,5,1,6,7,7,7,2,1,1,2,1,2,1,1,1,5,4,2,5,6,7,5,7,7,5,5,7,7,7,7,7,6,6,6,7,7,7,4,7
356,2,32,1,2,1,23,1,2,1,1,4,2,2,3,6,3,3,5,6,7,7,2,2,1,1,4,4,4,3,1,1,2,7,7,2,5,2,2,3,2,3,6,8,5,5,2,5,3,2,4,6,6,7,6,6,5,6,6,4,7,7,7,7,7,7,7,7,7,4,4
357,2,33,1,5,1,19,1,5,1,11,3,3,6,5,5,3,3,3,2,2,4,3,7,7,7,7,4,3,5,2,4,3,2,3,6,5,6,2,1,4,3,1,2,2,2,3,5,4,4,4,6,7,6,7,7,5,6,7,5,6,7,7,6,6,6,5,6,5,6,6
358,1,32,1,1,1,26,2,1,1,35,3,3,2,2,2,2,2,2,2,2,1,2,6,2,2,2,2,2,1,2,2,2,6,3,6,5,6,2,2,2,3,9,1,7,8,7,5,4,2,5,6,7,6,6,6,7,6,7,6,7,6,7,6,6,6,7,6,6,7,6
359,2,33,1,3,1,18,1,6,1,15,3,5,4,5,6,2,4,4,3,5,4,3,1,1,1,6,6,4,2,3,2,2,4,5,3,2,4,2,3,3,3,5,4,3,3,5,5,2,2,4,6,6,6,7,7,5,7,4,7,7,7,6,7,7,6,6,6,6,5,5
360,2,34,1,4,1,18,1,3,1,15,4,2,2,2,5,2,3,5,6,6,6,6,7,7,5,3,5,3,2,2,2,3,3,6,2,6,5,2,1,1,4,6,2,3,3,3,5,4,4,4,6,7,5,6,6,7,7,6,1,7,7,7,7,7,5,5,7,7,2,1
361,2,46,1,10,1,18,1,5,1,15,5,2,3,7,7,6,7,4,5,3,4,3,1,1,1,5,5,5,1,1,2,2,2,3,2,2,3,2,3,1,4,1,1,1,1,1,5,4,1,5,6,6,7,6,3,2,7,2,7,7,1,7,7,7,7,5,4,4,5,6
362,2,36,1,2,1,18,1,2,1,10,3,1,2,3,3,1,3,3,3,4,6,2,1,2,2,2,4,4,2,2,2,3,5,5,2,3,5,2,1,1,5,1,3,1,1,1,5,4,1,4,6,6,7,7,5,7,6,6,7,7,4,7,7,7,7,5,7,7,5,7
363,1,33,1,8,1,9,2,6,1,3,4,2,3,5,4,3,4,3,4,4,5,4,2,1,4,3,4,5,5,2,4,3,4,3,2,2,2,2,4,5,5,7,9,7,7,7,5,4,4,5,6,6,7,5,6,4,7,6,4,6,3,2,4,2,2,2,5,5,3,3
364,1,33,1,3,1,21,2,3,1,25,5,2,1,2,2,1,2,1,2,1,2,7,1,1,2,1,3,1,2,1,1,1,6,6,6,6,6,2,2,1,5,3,9,7,6,1,5,4,4,7,6,6,6,2,6,6,1,1,1,7,2,7,1,6,6,6,6,6,6,6
365,1,36,1,4,1,21,2,4,1,12,3,3,2,2,4,3,5,4,5,5,4,4,2,2,3,5,5,5,3,3,4,3,5,6,3,4,2,2,3,3,5,6,5,7,5,5,5,3,2,4,6,6,5,6,4,4,5,6,6,6,5,4,5,4,4,6,6,6,4,4
366,2,33,1,1,1,25,1,1,1,5,3,5,1,1,1,1,4,1,3,5,4,5,3,3,3,5,5,5,3,1,1,1,1,1,3,3,3,2,2,1,5,9,5,4,2,2,5,4,4,4,6,6,4,4,5,3,5,5,1,5,7,7,7,7,7,7,7,7,3,1
367,2,30,1,3,1,19,1,3,1,8,3,5,6,5,4,5,6,5,6,6,5,5,6,6,6,4,5,6,5,5,4,4,5,5,3,2,6,2,3,3,5,5,5,4,5,6,5,3,4,6,6,5,5,4,4,3,6,6,5,4,6,6,6,6,5,5,5,5,5,2
368,1,49,1,10,1,16,2,20,1,2,3,6,5,5,6,5,5,4,4,4,4,5,3,5,5,3,2,3,5, ,5,5,6,6,6,5,5,2,8,6,5,4,7,7,7,7,5,4,4,5,6,6,7,6,7,5,6,5,4,5,6,3,6,5,6,7,5,5,3,2
369,1,40,1,6,1,14,2,15,1,10,3,2,2,3,3,2,5,1,1,2,2,2,1,1,2,5,6,6,2,2,3,3,3,2,2,4,3,2,6,6,6,3,5,5,4,4,5,4,3,5,6,5,6,7,6,5,7,7,7,7,7,3,6,6,6,6,6,6,6,6
370,2,44,1,3,1,19,1,3,1,0,4,2,1,3,2,2,1,3,2,2,2,2,1,1,4,6,7,7,1,1,2,2,4,2,2,3,4,2,2,1,6,5,7,4,4,3,5,3,3,5,6,6,5,6,6,3,7,6,7,7,7,7,7,6,7,6,5,5,3,4
371,1,32,1,7,1,17,2,12,1,15,4,2,2,3,4,2,4,5,5,5,3,2,3,2,2,5,5,3,2,2,2,2,3,4,2,5,3,2,3,1,6,3,3,6,5,5,5,4,4,5,6,6,4,6,6,5,6,6,4,7,6,5,6,6,6,5,5,5,4,1
372,2,41,1,12,1,18,1,15,1,6,2,1,1,1,2,1,1,6,7,7,3,2,1,1,7,7,7,7,6,7,1,1,1,1,2,2,6,2,2,3,7,4,6,6,4,1,5,4,4,5,6,5,6,4,3,5,2,7,6,7,7,5,2,2,3,2,3,3,1,1
373,1,30,1,2,2, ,2,2,1,5,4,2,3,2,3,2,2,3,2,3,2,5,2,3,2,3,2,3,2,2,3,2,3,2,5,6,5,2,3,2,7,6,3,6,7,7,5,4,2,5,6,7,6,7,7,6,7,6,7,6,6,7,6,7,6,7,6,7,6,7
374,2,32,1,11,1,18,1,11,1,8,4,3,4,3,5,3,4,6,6,6,6,6,7,4,7,7,7,7,1,1,3,4,7,5,2,4,3,2,3,4,7,6,5,2,2,1,5,4,1,4,6,6,5,7,6,7,6,6,4,7,7,6,5,5,5,3,3,3,2,1
377,2,42,1,10,1,17,1,10,1,2,4,4,4,2,2,4,2,1,2,2,2,2,7,6,4,3,5,4,5,4,3,5,3,7,7,4,7,2,3,4,7,3,5,5,5,2,5,4,2,4,6,5,7,6,7,6,5,6,7,6,7,6,6,6,6,4,3,3,2,1
379,2,36,1,7,1,13,1,6,1,3,3,7,7,6,7,7,7,6,4,4,3,7,7,7,6,3,2,1,6,5,7,7,7,7,7,6,7,2,1,1,7,8,9,8,8,9,5,2,2,5,6,5,5,7,6,5,6,5,7,6,4,3,3,2,2,4,4,5,4,6
380,2,32,1,3,1,16,1,10,1,4,4,1,1,3,3,1,2,3,1,3,1,2,1,1,1,6,6,6,2,2,2,1,4,1,2,2,2,2,3,3,8,3,1,1,1,1,5,3,2,2,6,6,7,7,7,7,1,1,7,7,7,7,1,1,1,7,7,7,6,5
381,1,62,1,12,1,14,2,7,1,2,3,2,3,3,6,3,6,2,2,2,3,2,4,1,2,6,4, ,3,4, ,4,4,3,2,2,2,2,1,2,8,3,3,4,2,2,5,4,1,4,6,7,7,7,7,6,6,5,7,7,7,7,1,1,1,7,7,7,6,1
382,2,60,1,50,1,15,1,80,1,10,4,2,2,2,2,2,3,4,4,4,3,2,2,2,6,6,6,6,3,4,3,2,2,2,2,2,2,2,6,8,8,8,9,3,2,1,5,4,2,5,6,6,6,6,7,6,2,6,6,7,6,2,5,5,6,5,5,5,4,2
383,1,45,1,16,1,17,2,16,1,0,3,3,2,2,6,3,5,5,3,3,3,3,7,2,7,5,7,7,4,3,3,3,4,6,2,2,2,2,6,8,8,7,8,6,2,2,5,4,4,4,6,6,7,7,7,5,4,4,4,7,7,5,4,4,4,6,6,7,6,4
384,1,66,1,20,1,18,2,60,1,4,4,3,4,3,5,4,6,2,2,3,3,3,2,2,2,1,1,1,6,2,5,3,5,5,4,6,2,2,9,9,8,4,8,7,7,6,5,4,4,3,6,6,7,7,7,2,7,4,7,6,7,3,5,3,6,7,5,5,5,7
385,1,50,1,3,1,18,2,3,1,3,3,2,2,2,2,2,2,3,3,3,2,4,3,1,2,2,2,2,2,2,2,2,2,2,6,6,6,2,1,1,9,9,9,9,9,9,5,4,4,6,6,6,5,6,5,5,5,4,4,4,7,6,5,5,5,4,4,5,5,5
386,2,26,1,2,1,19,1,2,1,25,4,2,2,5,7,2,4,6,6,6,4,6,4,3,6,7,7,6,2,3,3,4,4,3,4,5,5,2,2,1,9,2,3,4,2,1,5,4,2,4,6,6,7,6,5,4,3,3,4,7,7,5,5,5,5,5,5,5,2,2
387,2,38,1,6,1,17,1,9,1,12,4,3,3,3,3,3,3,5,6,4,3,2,1,2,2,6,5,6,2,1,3,3,3,2,2,2,4,2,3,3,9,5,9,2,1,1,5,4,2,5,6,7,7,6,6,4,7,7,7,7,7,2,6,6,6,6,6,6,5,4
389,1,51,1,7,1,16,2,7,1,0,3,4,4,6,7,4,7,7,7,7,7,2,1,1,7,7,7,7,2,3,6,2,7,3,2,7,2,2,2,5,9,9,9,8,6,6,5,4,4,4,6,7,7,7,7,5,5,5,6,7,7,1,7,6,6,1,5,5,2,1
390,2,32,1,3,1,18,1,3,1,6,4,2,2,2,2,2,2,2,2,2,2,6,2,2,2,5,2,4,2,2,2,2,2,2,3,4,3,2,2,1,1,1,2,1,1,1,5,4,1,6,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7
391,1,40,1,8,1,21,2,5,1,10,4,2,2,2,6,3,5,5,4,4,2,2,1,1,2,3,5,5,2,2,3,2,4,3,3,3,4,2,5,6,1,1,1,2,1,1,5,4,2,5,7,7,5,6,7,5,7,7,7,7,7,7,7,6,6,5,5,5,2,2
392,2,37,1,37,1,21,1,3,1,1,4,2,2,2,2,2,6,2,2,2,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,4,4,2,2,1,1,1,1,1,1,1,5,4,4,5,7,7,7,7,7,3,1,5,7,7,7,7,5,5,5,6,6,6,5,5
393,1,25,1,1,2, ,2,1,1,1,4,6,7,7,6,6,7,6,6,7,6,2,6,6,6,6,7,6,6,6,6,6,7,6,4,3,2,2,2,2,1,2,5,6,8,8,5,3,2,3,7,5,6,6,7,6,1,2,1,6,6,6,5,6,6,6,5,6,5,7
394,2,60,1,3,1,19,1,3,1,12,5,4,6,7,7,6,6,2,2,4,2,2,1,1,1,7,7,7,3,4,3,4,7,1,2,2,2,2,1,1,3,1,2,4,1,1,5,3,3,5,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2
395,2,34,1,2,1,18,1,4,1,5,4,3,3,3,3,3,5,3,6,5,5,5,1,1,1,7,7,7,3,2,3,5,7,4,2,2,6,2,2,2,4,3,7,1,1,1,5,4,1,2,7,6,7,7,7,7,5,1,7,7,7,6,7,7,7,7,7,7,5,7
396,1,21,1,1,1,21,2,1,1,4,3,3,4,7,7,4,7,3,1,4,4,6,1,2,2,7,7,7,1,1,4,4,7,7,2,2,4,2,1,1,5,5,2,8,5,8,5,5,6,6,7,4,5,3,6,4,5,6,2,7,3,6,3,7,7,7,2,5,4,6
397,2,55,1,6,1,22,1,6,1,12,5,1,1,2,4,3,5,2,1,4,1,2,4,3,3,5,7,7,3,4,3,1,5,1,2,2,4,2,1,3,6,7,5,2,1,1,5,4,1,6,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7
398,1,25,1,4,1,18,2,2,1,22,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,6,6,9,5,5,5,5,5,2,6,7,6,5,4,3,2,1,3,5,7,1,4,4,4,5,4,4,6,4,4
400,1,45,1,2,1,24,2,2,1,2,3,2,2,2,3,3,3,5,5,3,3,6,2,2,2,2,2,2,2,2,2,3,4,2,2,6,4,2,2,2,7,8,8,8,7,5,5,4,4,6,7,6,6,6,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5
401,2,31,1,3,1,17,1,10,1,5,4,2,2,2,4,2,2,6,6,6,4,3,1,1,2,6,6,6,2,1,1,1,4,1,6,2,6,2,3,4,8,1,7,1,1,1,5,4,1,4,7,6,6,6,4,5,1,1,6,7,7,7,1,1,5,2,2,2,2,2
402,2,27,1,100,1,21,1,1,1,10,5,1,2,3,4,4,4,5,5,4,2,6,3,3,3,2,3,3,3,3,3,2,3,2,5,5,6,2,2,2,9,1,9,3,4,3,5,5,2,4,7,6,6,1,7,1,6,6,6,7,7,6,7,6,6,6,6,6,5,7
403,2,35,1,3,1,16,1,11,1,15,5,1,1,2,7,1,7,1,3,5,3,5,1,1,1,5,6,6,2,6,5,3,7,7,2,2,2,2,2,2,9,9,1,1,1,1,5,3,2,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
404,1,35,1,3,1,15,2,3,1,6,3,4,4,4,7,4,7,5,5,5,5,4,7,4,4,7,7,7,1,1,5,4,4,5,2,7,2,2,1,1,9,9,9,2,2,1,5,4,2,3,7,7,7,7,7,7,7,7,4,7,7,1,7,7,7,5,5,5,3,1
405,1,30,1,1,1,20,2,1,1,30,5,5,2,4,6,6,3,3,2,2,2,7,1,2,1,2,3,1,1,2,3,1,2,2,2,7,6,2,2,2,1,1,3,2,2,1,6,5,5,4,1,1,1,1,1,1,1,1,1,1,6,6,5,5,5,6,6,6,4,6
406,2,50,1,5,1,19,1,6,1,10,4,3,3,3,7,3,7,4,5,5,6,4,2,2,6,7,7,7,3,4,4,4,5,2,2,2,2,2,1,1,7,2,1,1,1,1,6,4,1,5,1,5,5,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,2,2
407,1,32,1,12,1,21,2,4,1,18,4,1,1,1,1,1,1,1,1,1,1,2,7,4,1,1,1,1,7,7,1,4,1,1,7,7,7,2,5,5,9,9,9,8,8,8,6,4,4,4,1,7,7,1,7,7,7,1,1,7,1,1,7,7,7,7,7,7,1,1
410,2,39,1,30,1,17,1,20,1,10,4,2,2,2,2,2,1,3,3,4,3,7,1,1,3,5,5,6,1,1,2,2,2,1,2,5,3,2,5,8,1,1,1,5,5,5,6,4,4,5,3,5,5,6,5,2,2,2,5,5,1,7,5,5,5,5,6,5,3,3
411,1,38,1,3,1,16,2,3,1,4,4,2,3,3,6,3,6,6,6,6,6,6,2,2,3,6,6,6,3,2,6,2,4,6,2,6,2,2,1,1,1,1,1,1,1,1,6,5,5,4,3,2,5,6,2,5,2,2,4,7,7,7,3,2,2,5,5,5,2,4
412,1,29,1,2,1,23,2,1,1,2,5,3,3,3,3,3,6,3,4,4,3,3,3,3,3,5,5,5,2,2,4,4,3,3,2,5,2,2,1,1,6,8,7,8,6,7,6,5,4,4,3,5,5,3,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,4
413,1,30,1,15,1,14,2,25,1,15,3,3,5,6,5,4,5,7,6,7,7,4,2,2,2,6,7,4,2,2,6,3,5,3,6,7,3,2,6,5,7,6,8,6,5,6,6,4,3,3,3,5,2,6,5,6,5,7,5,6,6,3,5,5,5,5,3,3,2,1
