ID,DATA_SET,SEX,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12
305,1,1,2,3,3,3,4,3,2,3,4,3,2,2
306,1,1,2,3,5,5,2,1,4,1,6,6,3,4
307,1,1,2,2,2,3,2,2,2,2,4,4,4,2
308,1,1,4,6,6,6,4,3,4,3,6,6,6,6
309,1,1,2,2,1,5,2,2,2,2,5,4,3,2
310,1,1,1,3,3,4,3,1,1,1,4,2,4,1
311,1,1,3,2,4,2,2,2,3,2,4,3,3,3
312,1,1,5,6,1,7,1,1,1,1,7,7,7,1
313,1,1,2,2,1,4,4,1,1,1,4,4,3,4
314,1,1,3,2,5,6,2,2,3,2,4,5,5,2
315,2,1,1,1,3,2,2,2,2,1,3,3,2,3
316,2,1,1,1,2,1,1,1,2,2,1,3,2,3
317,2,1,4,4,7,6,3,1,1,2,5,6,4,2
318,2,1,5,6,7,6,1,4,4,3,7,6,4,1
319,2,1,1,1,1,2,1,1,1,1,1,1,1,1
320,2,1,2,2,2,2,1,1,2,1,4,2,1,2
321,2,1,2,3,2,3,2,2,2,2,3,3,2,2
322,2,1,6,5,5,6,1,1,5,1,3,7,5,1
323,2,1,3,3,3,3,3,3,3,3,3,4,3,3
324,2,1,3,3,4,2,4,5,4,2,5,6,2,4
325,2,1,3,5,7,7,7,1,7,3,7,4,2,3
326,2,1,2,1,1,3,1,1,1,1,7,1,1,1
327,2,1,2,1,3,2,1,1,2,1,2,2,1,1
328,2,0,1,1,1,4,1,2,2,1,1,2,2,2
329,2,0,3,3,2,5,2,2,2,1,3,2,1,2
330,2,0,1,1,1,3,1,1,1,1,6,4,3,1
331,2,0,1,4,1,5,1,1,1,1,3,5,5,3
332,2,1,5,5,2,2,1,1,1,1,1,4,5,3
333,2,0,2,2,2,2,2,2,3,2,3,3,3,3
334,2,1,2,3,2,2,1,1,1,1,2,5,2,1
335,2,0,1,1,1,6,1,1,1,1,1,1,1,1
336,2,1,3,2,4,2,2,3,4,4,3,2,1,2
337,2,1,1,3,2,4,1,1,1,1,2,2,1,1
338,2,1,4,4,2,3,3,4,3,3,2,5,2,5
339,2,1,1,1,2,4,1,1,1,1,1,5,4,1
340,2,0,1,2,1,3,1,1,1,1,4,7,7,1
341,2,0,2,4,2,5,2,2,1,1,5,5,3,2
342,2,1,2,2,2,4,2,1,3,1,5,4,5,2
343,2,1,3,5,3,6,3,1,2,4,7,6,5,2
344,2,1,3,6,2,3,1,1,1,1,4,4,4,1
345,2,1,1,1,4,1,1,1,2,1,1,5,5,1
346,2,0,1,1,1,2,1,1,1,1,2,2,2,1
347,2,0,1,1,1,4,1,2,1,1,4,3,3,1
348,2,1,2,1,2,1,1,1,1,1,1,4,1,1
349,2,1,1,2,2,5,2,1,1,1,4,3,5,4
350,2,0,2,2,1,4,1,1,1,1,4,3,5,1
351,2,0,4,4,4,4,2,3,5,3,6,7,6,4
352,2,1,1,1,1,1,1,1,1,1,1,1,1,1
353,2,1,1,1,1,1,1,1,1,1,1,1,1,1
354,2,1,2,2,3,5,3,2,3,3,5,4,4,2
355,2,1,5,3,6,5,2,2,5,1,6,6,3,2
356,2,1,1,1,2,2,1,1,1,1,1,2,1,1
357,2,1,3,4,3,5,3,1,3,4,5,5,5,4
358,2,1,1,1,1,2,1,1,1,1,2,1,1,1
359,2,0,4,4,1,5,1,1,1,1,2,5,6,5
360,2,0,4,4,3,4,3,3,3,3,2,5,5,4
361,2,0,1,2,2,6,1,2,4,1,5,6,4,2
362,2,0,1,2,1,5,1,1,1,1,1,5,2,2
363,2,1,5,4,6,6,4,5,6,5,6,6,7,4
364,2,1,4,4,4,5,3,2,2,1,5,5,5,5
365,2,1,3,2,3,5,2,3,2,2,6,3,4,2
366,2,0,1,1,2,2,1,1,1,1,2, , , 
367,2,1,1,1,1,1,1,1,1,1,1,1,1,1
368,2,0,1,1,1,1,1,1,1,1,1,1,1,1
369,2,1,1,1,1,1,1,1,1,1,2,2,1,1
370,2,0,2,1,5,7,1,5,6,2,7,7,7,4
371,2,0,1,3,2,2,1,1,2,1,3,4,2,1
372,2,0,3,2,2,2,1,2,1,1,1,1,1,1
373,2,0,5,7,4,5,3,6,6,3,4,6,4,3
374,2,0,1,2,1,4,1,1,1,1,6,3,1,1
375,2,0,1,1,1,5,1,3,6,1,5,3,1,3
376,2,1,1,3,1,2,1,1,1,1,6,3,1,1
377,2,0,2,2,2,3,3,3,2,2,2,3,2,2
378,2,0,2,5,2,4,2,4,3,1,4,5,5,3
379,2,0,3,5,1,7,1,1,1,1,5,3,3,1
380,2,1,2,1,2,2,2,1,1,1,4,4,2,3
381,2,1,2,2,1,3,1,2,1,1,2,4,2,1
382,2,0,4,5,6,5,3,3,4,4,6,5,4,2
383,2,0,1,4,4,5,1,1,3,1,6,2,7,5
384,2,0,4,5,5,5,3,3,5,3,5,5,5,5
385,2,1,1,1,1,1,1,1,1,1,1,1,1,1
386,2,0,2,5,4,6,5,5,5,3,7,6,6,6
387,2,1,2,2,1,3,1,2,2,2,4,3,2,4
388,2,1,1,1,1,1,1,1,1,1,2,1,1,1
389,2,1,5,5,7,7,2,2,5,1,7,7,7,7
390,2,1,1,1,1,1,1,1,1,1,1,1,1,1
391,2,0,3,3,4,5,2,2,2,2,5,4,4,3
392,2,1,2,4,1,5,1,1,1,1,3,4,2,2
393,2,0,1,1,1,3,1,1,2,1,3,1,1,1
394,2,1,3,4,6,6,1,1,6,1,5,7,4,1
395,2,1,1,4,5,5,1,1,4,1,4,3,1,3
396,2,1,3,6,4,5,2,2,3,2,5,5,3,3
397,2,1,2,2,3,4,2,1,1,1,5,2,2,1
398,2,1,1,2,1,4,1,1,1,1,4,5,2,1
399,2,1,2,3,2,3,1,1,1,1,5,4,2,1
400,2,1,2,2,1,2,1,1,1,1,2,1,1,1
401,2,1,2,1,3,2,1,1,1,1,2,5,3,1
402,2,0,5,3,5,6,1,1,2,1,5,6,5,4
403,2,0,4,2,5,6,1,2,3,1,7,5,2,2
404,2,1,2,2,3,2,2,2,2,1,4,4,3,3
405,2,0,3,4,3,5,1,1,1,1,6,4,2,2
406,2,0,2,2,2,5,1,1,2,1,6,4,4,2
407,2,1,5,3,5,4,2,2,2,2,5,6,4,3
408,2,1,4,5,3,5,2,1,2,2,6,5,3,2
409,2,1,2,3,3,4,3,3,4,1,4,5,4,2
410,2,1,2,2,2,3,2,2,2,2,3,4,4,3
411,2,1,4,3,4,3,2,2,3,1,3,3,2,2
412,2,1,4,4,4,5,1,1,2,1,2,3,3,2
413,2,1,1,1,1,1,1,1,1,1,1,1,1,1
414,2,1,2,2,2,2,1,1,2,1,1,2,1,1
415,2,1,1,2,1,2,1,1,1,1,4,4,3,1
416,2,1,2,2,2,2,2,1,1,1,2,2,2,2
417,2,0,1,1,1,4,1,1,1,1,3,3,1,1
418,2,1,4,1,2,3,4,2,2,2,2,2,2,2
419,2,1,6,5,4,6,2,2,2,1,5,6,6,1
420,2,1,3,3,1,1,1,1,1,1,1,1,1,2
421,2,1,4,4,3,5,3,2,1,2,2,3,3,2
422,2,1,1,2,3,2,1,1,1,1,6,4,1,1
423,2,1,2,4,3,4,1,1,2,1,4,3,2,2
424,2,1,4,2,2,6,1,1,2,1,4,6,6,4
425,2,1,1,1,1,3,1,2,1,1,4,5,5,1
426,2,1,1,1,1,5,1,1,1,1,1,3,1,1
427,2,0,1,1,1,1,1,1,1,1,3,1,1,1
428,2,1,2,3,5,7,2,2,2,2,2,7,2,2
429,2,1,5,5,6,6,3,4,6,3,4,5,3,4
430,2,1,3,3,6,3,1,1,3,1,5,3,3,1
431,2,1,3,3,2,4,1,2,1,1,2,4,2,1
432,2,1,2,4,1,2,2,1,2,1,1,4,3,3
433,2,1,1,1,1,1,1,1,1,3,1,2,2,1
434,2,1,1,1,2,3,1,1,1,1,1,5,2,1
435,2,1,2,3,1,1,1,1,1,1,1,2,1,1
436,2,0,1,1,1,1,1,1,1,1,1,4,3,1
437,2,1,1,4,1,5,1,1,2,1,7,6,6,2
438,2,1,1,1,1,4,1,1,1,1,2,2,2,1
439,2,1,1,2,1,1,1,1,2,1,2,2,2,2
440,2,0,5,4,4,4,2,2,2,1,6,6,6,6
441,2,1,4,3,7,7,1,4,7,1,7,7,7,6
442,2,1,1,1,1,1,1,4,1,1,1,1,1,1
443,2,0,5,5,4,5,3,4,5,7,6,5,5,4
444,2,1,1,2,1,2,1,1,1,1,1,1,1,1
445,2,1,2,1,2,3,1,1,1,1,3,3,1,1
446,2,1,4,1,3,5,1,3,3,7,5,5,4,4
447,2,1,5,3,4,6,2,2,2,3,6,6,5,3
448,2,1,4,4,5,5,3,3,3,2,5,5,5,4
449,2,0,1,1,1,1,1,2,1,1,2,2,1,1
450,2,0,1,1,1,2,1,1,1,1,1,2,2,2
451,2,0,3,2,4,3,4,3,4,3,5,3,4,5
452,2,0,2,2,2,4,1,1,1,1,5,5,3,2
453,2,0,1,2,1,2,1,1,1,1,4,7,4,2
454,2,0,1,1,1,1,1,1,1,1,.3,4,2,1
455,2,1,1,1,1,4,1,1,1,1,2,2,1,1
456,2,1,1,1,7,1,1,4,1,1,4,1,1,1
457,2,0,1,1,1,1,1,1,1,1,3,7,5,1
458,2,0,4,3,5,5,2,1,2,6,5,4,3,4
459,2,0,1,1,1,3,1,1,1,1,2,2,1,2
460,2,1,4,4,4,5,1,1,2,1,2,4,3,4
461,2,1,2,2,2,2,1,1,2,1,2,1,1,1
462,2,0,1,1,1,2,1,1,1,1,3,1,1,1
463,2,1,4,3,3,4,2,2,2,2,3,5,5,1
464,2,1,1,1,1,1,1,1,1,1,1,1,1,1
465,2,0,2,6,2,5,3,2,3,3,5,4,3,6
466,2,0,5,6,6,6,6,5,3,2,3,4,3,2
467,2,0,1,1,1,1,1,1,1,1,2,1,1,1
468,2,0,2,1,1,2,1,1,1,1,4,6,6,2
469,2,1,4,2,3,2,2,2,2,2,2,2,2,2
470,2,1,1,4,2,2,1,1,1,1,3,1,1,1
471,2,1,3,3,3,3,2,1,3,1,2,3,3,1
472,2,1,2,3,2,3,7,2,2,2,7,2,2,2
473,2,1,1,3,1,3,1,1,1,1,1,3,3,1
474,2,0,4,4,2,7,1,4,1,1,7,4,6,2
475,2,0,1,1,1,5,1,1,1,1,5,1,6,1
476,2,0,3,2,2,5,5,4,3,2,4,4,2,5
477,2,0,2,1,3,4,1,1,1,1,3,4,2,1
478,2,0,1,3,2,5,2,1,1,1,6,4,4,4
479,2,0,2,2,2,6,2,2,2,4,6,6,5,2
480,2,0,1,1,1,7,1,1,1,1,7,7,7,1
481,2,1,2,2,3,3,1,1,3,1,4,2,2,1
482,2,0,1,1,1,3,5,1,2,4,5,6,6,4
483,2,0,3,3,3,4,2,2,2,2,4,5,5,4
484,2,0,1,1,2,4,1,1,1,1,4,6,7,7
485,2,1,5,5,4,3,1,1,2,1,5,5,5,2
486,2,0,1,1,1,5,1,1,1,1,3,3,3,1
487,2,0,2,3,2,4,3,3,3,3,3,4,4,4
488,2,0,3,1,1,7,1,1,1,1,1,1,1,1
489,2,1,3,2,3,4,1,2,2,2,5,5,4,2
490,2,1,3,4,2,6,2,3,3,1,2,5,3,2
491,2,1,4,4,3,3,1,1,1,1,4,4,3,2
492,2,1,5,4,2,4,1,2,1,1,2,4,4,4
493,2,1,3,3,3,3,3,2,4,4,5,3,3,2
494,2,1,2,1,3,3,1,1,1,1,2,7,2,2
495,2,0,4,6,4,3,3,3,4,3,6,5,5,4
496,2,1,1,1,1,1,1,1,1,1,1,1,1,1
497,2,1,1,3,2,3,1,1,1,2,4,3,1,2
498,2,1,1,1,1,1,1,1,1,1,1,2,1,1
499,2,1,2,2,1,2,1,1,1,1,4,2,2,2
500,2,1,2,2,3,3,1,1,2,1,1,2,1,1
501,2,1,1,1,1,3,1,1,1,1,3,1,1,1
502,2,0,2,2,2,6,2,2,1,3,5,6,5,1
503,2,1,4,3,4,2,2,2,4,5,5,4,4,4
504,2,1,1,1,2,2,1,1,1,1,5,2,2,2
505,2,1,2,2,3,3,2,2,2,2,3,4,3,3
506,2,1,4,3,3,5,3,3,2,1,4,4,3,3
507,2,1,2,2,2,2,1,1,1,1,5,2,1,1
508,2,1,4,5,3,7,1,1,1,1,3,5,4,3
509,2,1,3,3,2,3,1,1,1,1,1,2,5,2
510,2,0,5,1, ,7,1,1,1,1,4,4,4,4
511,2,1,1,1,1,1,1,1,1,1,1,2,1,1
512,2,1,1,1,2,2,1,1,1,1,3,3,3,1
513,2,1,3,3,1,4,1,1,1,1,3,3,1,1
514,2,1, , , , , , , , , , , , 
515,2,0,3,2,4,6,2,1,3,1,5,2,1,1
516,2,0,2,3,3,5,1,2,2,1,7,4,4,4
517,2,0,1,2,1,3,1,1,1,1,3,2,1,1
518,2,1,1,1,4,2,1,1,1,1,2,3,1,6
519,2,0,2,3,3,6,3,3,3,3,5,4,4,5
520,2,1,1,1,2,1,1,1,1,1,1,1,1,1
521,2,1,2,1,1,1,1,1,1,1,1,3,1,3
522,2,1,5,5,4,4,2,3,3,3,5,6,4,4
523,2,1,2,2,2,3,1,1,1,1,5,3,2,2
524,2,0,1,1,1,3,1,1,2,1,5,3,2,1
525,2,1,1,3,1,4,1,1,1,1,5,6,6,2
526,2,0,3,3,3,6,1,3,3,2,6,4,5,5
527,2,0,1,1,1,2,4,2,2,1,7,3,2,2
528,2,1,1,2,1,1,1,1,1,1,4,2,2,2
529,2,1,4,4,5,3,3,3,3,1,4,5,4,4
530,2,1,2,2,1,3,1,1,1,1,3,2,2,2
531,2,1,3,4,3,4,1,1,1,1,3,3,1,1
532,2,0,1,1,1,2,1,1,1,1,3,2,2,4
533,2,0,3,3,2,7,4,4,5,4,5,5,5,5
534,2,0,1,1,1,5,1,1,1,1,6,7,5,1
535,2,0,2,3,1,4,1,1,1,1,2,4,1,2
536,2,0,3,3,1,6,4,3,4,4,6,5,5,4
537,2,0,1,1,1,3,1,1,1,1,1,2,2,1
538,2,0,2,2,1,3,1,2,2,1,4,4,2,1
539,2,0,1,1,1,1,1,4,1,1,2,2,1,1
540,2,0,1,1,2,4,1,1,1,1,2,1,1,2
541,2,0,2,1,2,5,1,1,3,1,1,1,1,1
542,2,0,4,2,1,1,3,2,4,1,5,2,7,1
543,2,0,1,2,1,3,1,1,1,1,4,5,2,1
544,2,1,7,5,7,4,6,7,5,6,3,7,7,4
545,2,1,4,6,7,2,3,1,5,1,6,6,6,2
546,2,0,3,4,4,5,4,3,3,2,5,6,6,3
547,2,1,1,2,5,4,4,3,1,1,7,6,6,5
548,2,1,3,2,2,3,2,2,2,2,2,3,2,2
549,2,1,7,6,7,5,7,4,5,6,5,5,5,6
550,2,0,1,1,1,1,1,1,1,1,1,1,1,1
551,2,0,3,5,3,5,3,2,2,2,5,5,4,3
552,2,1,5,4,5,5,3,2,5,2,5,5,3,5
553,2,0,3,3,2,6,1,1,2,1,5,6,5,2
554,2,1,3,2,1,3,1,1,1,1,1,1,1,2
555,2,1,1,2,1,7,1,2,1,1,7,7,2,1
556,2,1,4,3,3,2,3,3,3,3,4,5,5,3
557,2,1,5,5,4,4,3,2,3,3,5,4,2,2
558,2,0,1,2,1,7,1,1,1,1,7,4,5,4
559,2,1,7,6,2,7,4,1,1,1,7,7,5,1
560,2,1,2,5,2,4,1,1,1,1,1,5,4,4
561,2,1,2,2,2,3,2,1,2,1,4,5,5,3
562,2,0,2,4,1,3,1,1,1,1,5,4,4,3
563,2,0,1,1,2,3,2,5,4,1,6,3,3,4
564,2,0,2,2,4,5,2,1,4,2,2,5,5,1
565,2,0,3,4,5,5,2,2,2,2,6,5,4,3
566,2,0,2,2,2,3,1,1,1,1,3,2,2,1
567,2,0,1,2,1,5,1,1,2,1,5,6,7,1
568,2,0,1,3,1,6,1,1,2,1,2,5,4,2
569,2,0,4,6,4,5,2,2,4,2,6,6,6,3
570,2,1,1,2,2,2,1,2,2,1,3,3,2,1
571,2,1,1,2,2,3,1,1,1,1,2,2,2,1
572,2,1,3,3,1,3,1,1,1,1,3,3,2,1
573,2,1,2,5,1,6,1,1,1,1,7,7,3,1
574,2,1,3,3,3,3,1,2,2,2,2,3,2,2
575,2,1,1,1,1,2,1,1,2,1,2,3,2,1
576,2,1,2,2,2,2,2,2,3,2,3,2,2,3
577,2,1,4,5,4,5,3,5,5,3,5,6,5,5
578,2,1,4,5,4,5,2,2,2,2,3,3,2,2
579,2,1,1,1,1,1,1,1,1,1,1,1,1,1
580,2,1,4,4,3,4,2,2,2,1,2,3,2,1
581,2,1,1,1,1,2,1,1,1,1,3,2,1,1
582,2,1,1,2,2,4,1,2,2,2,1,2,2,2
583,2,1,4,4,4,4,2,2,3,2,3,4,2,2
584,2,1,2,2,2,3,2,2,2,2,2,2,2,2
585,2,1,4,4,4,4,2,2,3,2,4,3,1,1
586,2,1,4,3,3,5,2,2,2,1,5,5,5,3
587,2,1,2,2,2,2,1,2,3,2,2,1,1,1
588,2,1,2,6,6,6,2,2,2,2,4,3,3,1
589,2,1,5,2,3,3,3,1,1,3,2,6,3,3
590,2,1,5,2,1,1,1,1,1,1,6,5,4,1
591,2,1,2,3,1,5,1,1,1,2,4,2,1,1
592,2,1,1,3,2,3,1,1,3,1,4,4,2,1
593,2,1,5,5,4,5,1,1,4,1,5,6,5,5
594,2,1,3,4,1,5,1,1,1,1,6,4,2,2
595,2,1,5,7,4,6,1,1,2,1,5,6,5,2
596,2,1,7,7,6,6,5,3,3,4,6,6,4,6
597,2,1,2,2,1,3,1,1,1,1,1,1,1,1
598,2,1,2,3,3,4,1,1,1,2,3,4,4,1
599,2,1,2,1,2,4,1,4,2,4,7,6,4,1
600,2,1,6,6,5,6,4,3,3,3,4,5,4,5
601,2,1,4,4,4,4,3,2,2,2,4,4,4,3
602,2,1,5,4,4,4,3,2,2,2,3,4,2,1
603,2,1,3,5,2,5,2,2,2,6,6,3,2,2
604,2,1,2,3,2,3,1,1,1,1,3,2,1,1
605,2,1,4,4,5,5,3,2,3,1,3,5,3,4
606,2,1,2,2,3,2,1,1,1,1,4,4,3,2
607,2,1,3,3,2,3,1,1,2,1,4,2,2,2
608,2,1,1,1,1,1,1,1,1,1,2,2,1,1
609,2,1,2,4,5,3,1,1,1,1,3,3,3,3
