Participant_ID,Participant_Sex,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Multiple_Ethinic,Participant_LTR,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9
136,2,28,1, , ,0,1,1,1,16,1,1,1,3,1,5,1,4,1,1,1,4,5,1,6,4,3,1,1,1,2,1,1,2,4,1,3,4,1,4,4,4,1,3,1,3,1,1,1,1,1,1,3,2,4,3,4,1,4,4,3,4,3,1,1,1,5,5,1,1,5,1,1,5,1,1,2,1,1,5,1,1,2,1,1
137,2,39,1, , ,0,1,11,1,14,1,5,1,8,2,5,3,6,5,6,2,5,3,5,3,5,3,3,2,3,4,3,3,2,3,3,2,3,3,1,3,3,2,4,1,3,3,2,2,3,3,1,2,3,3,3,3,3,1,3,1,1,1,1,4,4,3,5,2,2,2,1,4,5,2,1,2,2,5,2,5,7,6,4,6
138,2,27,1, , ,0,1,10,1,17,1,10,1,10,2,5,1,7,1,1,1,7,7,1,7,5,2,1,1,1,1,1,2,2,2,3,2,4,3,1,1,1,1,2,1,2,1,1,1,1,2,1,2,3,4,2,2,2,1,1,1,1,2,1,5,1,5,3,3,2,4,1,2,4,4,3,2,4,2,7,2,4,1,1,1
139,2,50,1, , ,0,1,2,1,19,1,2,1,4,1,1,1,3,1,1,1,1,7,1,7,7,1,1,1,1,1,1,1,1,4,1,3,4,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,3,4,3,2,4,2,1,1,2,1,1,1,6,5,7,7,4,2,6,7,7,1,2,1,1,1,1,1,1,1,1
141,2,27,1, , ,0,1,100,1,21,1,1,1,10,2,3,4,4,4,4,3,4,3,4,3,4,4,4,3,3,3,2,3,3,3,3,4,4,4,4,3,3,3,4,3,4,4,3,4,3,3,3,4,3,4,4,3,3,3,4,4,3,3,3,7,7,6,6,7,6,7,6,5,6,6,7,2,2,2,9,1,9,3,4,3
142,2,52,1, , ,0,1,10,1,14,1,68,1,6,7,7,6,7,4,7,6,7,6,3,7,7,2,1,1,1,1,1,1,4,2,1,3,2,4,1,3,1,4,1,1,2,1,1,1,2,1,1,3,2,4,3,3,4,3,2,1,1,1,1,2,2,5,1,4,3,5,3,4,4,3,4,2,9,9,9,7,9,6,4,4
143,2,27,1, , ,0,1,2,1,22,1,2,1,9,4,5,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,9,2,2,2
144,2,32,8, , ,0,1,5,1,17,1,5,1,30,1,7,1,7,1,1,7,7,7,7,7,7,3,1,1,2,3,1,4,1,4,1,4,4,3,4,4,1,4,1,1,1,1,1,1,1,4,1,4,4,4,4,4,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,1,1,1,1,1
146,2,57,1, , ,0,1,7,1,18,1,6,1,0,1,7,1,5,1,1,1,7,7,1,7,6,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,3,4,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,2,1,1,5,1,4,1,1,1
147,2,42,1, , ,0,1,8,1,14,1,20,4,4,3,5,1,7,1,2,2,4,6,2,6,2,1,1,1,1,1,1,1,1,1,1,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,4,9,9,9,4,5,2
148,2,63,1, , ,0,1,5,1,20,1,1,1,2,1,1,1,5,1,1,1,1,4,1,5,5,1,1,1,1,1,1,1,2,3,1,3,4,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1
149,2,38,1, , ,0,1,5,1,14,1,20,1,4,2,5,1,5,1,1,1,7,4,1,3,6,2,1,2,1,1,1,2,3,2,1,3,4,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,2,3,3,3,1,1,3,3,1,1,1,2,2,4,2,1,2,4,1,5,3,2,1,2,8,7,6,2,3,5,1,2
150,2,33,1, , ,0,1,3,1,19,1,5,1,0,5,2,2,3,2,1,5,2,6,2,6,1,2,1,1,1,1,1,1,2,4,1,3,4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,1,2,2,1,1,1,1,2,2,4,5,4,5,5,7,3,5,5,2,2,1,2,6,1,4,2,1,1
151,2,33,1, , ,0,1,15,1,16,1,15,1,1,1,7,4,7,1,1,1,7,7,1,7,7,2,1,1,1,4,1,3,1,4,1,4,4,2,3,4,4,2,4,1,4,1,1,1,4,2,1,1,4,4,4,4,2,1,4,4,1,4,1,1,1,1,4,1,1,1,1,4,4,4,1,2,6,7,7,7,8,5,1,3
152,2,36,1, , ,0,1,2,1,18,1,2,1,1,2,5,5,6,6,2,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,1,2,1,1,1
153,2,36,1, , ,0,1,3,1,22,1,1,1,5,1,5,1,5,1,1,1,5,4,1,4,4,1,1,1,1,1,1,1,1,2,1,3,3,2,2,4,1,1,1,1,2,1,1,1,1,3,1,1,2,2,4,2,1,1,4,1,1,1,1,2,2,3,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2
154,2,29,3, , ,0,1,1,1,19,1,1,1,20,7,1,6,6,6,7,7,6,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,2,3,3,3,4,3,3,4,4,4,4,3,3,4,4,3,4,1,3,1,7,7,7,1,2,3,3,1,1,2,2,2,9,8,1,9,2,9
155,2,33,1, , ,0,1,10,1,16,1,7,1,2,6,4,5,7,5,3,5,5,7,3,7,3,2,1,4,3,2,3,4,4,3,3,3,4,4,4,4,2,2,2,2,2,1,1,2,4,4,2,4,3,4,4,4,4,4,4,2,2,3,1,3,5,3,7,6,6,3,3,7,7,7,6,2,4,2,6,1,2,1,1,1
156,2,44,1, , ,0,2,6,1,20,1,3,1,0,6,6,2,5,2,5,6,6,7,4,7,6,2,1,1,1,2,3,4,2,4,1,3,4,2,3,4,3,1,3,1,2,1,1,1,4,1,1,1,4,4,4,4,2,3,4,1,1,3,1,2,2,3,6,6,2,2,1,3,4,4,2,2,3,3,1,1,2,2,2,2
157,2,42,1, , ,0,2,6,1,14,1,6,0,0,6,1,2,6,3,1,2,1,6,2,4,2,2,1,1,1,3,1,3,3,3,3,3,3,2,1,3,1,4,3,1,2,1,1,2,3,2,1,3,3,2,3,3,1,1,3,1,4,3,1,1,1,2,1,1,1,1,1,1,2,2,1,1,3,2,5,1,1,2,1,2
158,2,59,1, , ,0,1,5,1,15,1,30,1,4,1,6,1,6,1,4,1,7,7,1,7,6,2,1,1,1,1,1,1,1,2,1,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,7,6,1,3,1,1,1
159,2,35,1, , ,0,1,7,1,18,1,7,1,2,2,4,2,6,2,2,2,4,4,2,4,4,2,1,1,1,2,1,1,1,3,1,3,3,1,2,3,1,3,1,1,2,1,1,1,4,1,1,2,3,1,3,3,1,2,2,2,1,1,1,2,2,4,2,2,2,3,2,2,2,2,2,2,4,3,9,8,9,7,7,7
160,2,65,1, , ,0,1,3,1,17,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,1,2,1,1,1,2,1,1,1,1,1,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,4,3,3,4,1,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,7,1,1,1,1,1
162,2,40,1, , ,0,2,20,1,15,1,20,1,0,5,5,1,7,1,7,2,5,7,2,7,2,4,1,4,2,4,4,4,4,4,3,4,4,2,2,4,1,2,4,1,4,4,4,2,2,4,4,4,3,4,4,4,2,2,4,1,1,4,1,6,4,7,6,5,5,7,5,7,7,7,7,2,4,2,7,5,8,6,4,2
163,2,31,1, , ,0,1,1,1,17,1,1,1,0,3,5,1,3,1,1,1,5,5,1,4,5,3,1,2,1,2,2,3,3,2,1,2,2,2,2,4,3,3,2,1,1,1,1,1,4,3,2,2,2,3,2,3,2,2,4,2,1,2,1,1,1,3,2,1,1,2,1,4,5,2,1,2,1,1,7,1,1,4,3,2
164,2,55,1, , ,0,2,5,1,13,1, ,0,0,1,4,1,1,1,3,1,6,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,7,7,7,2,7,7,7,7,7,7,7,7,1,1,1,8,1,5,5,1,1
165,2,56,1, , ,0,1,10,1,17,1,10,1,2,1,7,3,7,1,1,1,6,6,1,7,6,3,2,2,1,3,3,2,3,4,4,3,4,2,4,4,4,2,3,1,2,2,3,1,1,1,1,1,2,3,3,4,3,2,4,3,1,3,1,1,1,1,1,1,1,2,2,3,3,1,1,2,4,3,3,2,1,2,3,1
166,2,62,1, , ,0,2,35,1,18,1,25,0,0,6,4,4,5,4,2,6,4,6,4,6,6,2,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,3,2,1,3,1,1,1,2,1,1,2,2,1,3,3,2,1,1,1,3,2,1,4,6,2,6,6,4,2,2,2,6,4,5,1,7,7,8,5,4,4,3,2
167,2,29,3, , ,0,1,1,1,25,1,1,1,12,1,2,7,1,7,2,1,1,7,1,7,1,2,1,1,1,1,2,1,1,3,2,2,4,3,3,3,3,1,1,1,1,1,1,1,1,3,3,1,2,3,4,3,3,2,3,3,1,1,1,2,1,1,5,2,5,1,1,4,5,5,2,2,1,1,1,1,1,2,2,2
168,2,32,1, , ,0,1,3,1,18,1,3,1,6,2,5,6,5,5,1,1,5,5,5,6,6,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,1,2,1,1,1
169,2,26,2, , ,0,1,6,1,15,1,2,1,4,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7,7,7,7,7,7,7,7,7,7,2,2,1,1,9,1,9,6,6
170,2,53,1,8, ,1,1,3,1,23,1,2,1,0,1,1,1,5,1,3,4,1,6,1,6,3,2,1,2,1,2,1,3,2,2,1,3,3,2,2,3,2,1,2,1,2,1,2,1,2,2,1,2,3,3,4,4,3,1,3,1,1,1,1,3,4,2,4,4,4,2,2,4,5,2,5,2,1,1,4,1,4,2,2,1
171,2,39,1, , ,0,1,30,1,17,1,20,1,10,2,6,2,6,2,5,2,7,6,2,6,7,3,2,3,2,2,1,1,2,2,3,4,3,4,3,4,1,1,2,1,3,2,2,1,1,1,1,1,1,3,4,4,2,2,2,1,1,1,1,5,4,6,5,6,4,5,3,6,7,7,5,2,5,8,1,1,1,5,5,5
172,2,27,1, , ,0,1,1,1,20,1,1,1,4,2,6,2,6,2,3,2,6,6,2,7,6,1,1,1,1,1,1,2,1,2,1,3,4,2,2,3,2,1,1,1,1,1,1,1,2,1,2,1,3,4,3,4,2,1,3,2,1,1,1,5,3,5,4,3,4,5,2,5,5,1,5,2,1,1,7,5,6,3,3,2
173,2,59,1, , ,0,1,5,1,16,1,4,1,1,2,7,3,6,3,3,3,7,5,5,5,5,2,1,1,2,2,2,2,2,3,2,3,3,2,3,3,1,3,2,1,3,2,1,2,2,1,1,2,3,3,4,3,2,2,3,1,1,3,1,3,5,4,5,4,3,2,2,4,4,4,4,2,2,1,2,2,5,3,3,1
174,2,21,1, , ,0,1,12,1,14,3,5,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,9,9,9,2,2,3
175,2,49,1,2,6,1,1,14,1,14,1,33,1,0,4,7,1,7,1,3,2,4,7,2,7,6,1,1,2,2,2,1,1,1,2,2,4,3,2,3,3,1,1,2,1,1,2,1,2,1,1,1,1,2,2,4,3,1,2,2,1,1,2,1,3,4,2,6,2,1,1,1,4,5,3,5,2,5,4,5,3,3,2,5,3
176,2,27,6, , ,0,1,7,1,17,1,10,1,2,4,2,3,3,3,3,2,2,5,2,5,3,3,1,3,1,4,2,3,1,2,3,2,2,3,3,2,1,2,1,1,4,1,2,1,4,2,1,1,3,2,2,3,3,1,2,2,1,2,1,2,2,2,3,5,1,2,2,2,3,3,2,2,4,6,2,2,5,6,1,1
177,2,66,1, , ,0,1,3,1,16,1,1,1,4,1,4,1,5,1,2,1,6,6,1,6,6,2,1,1,1,1,1,1,1,3,1,3,4,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,3,4,4,4,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,9,2,1,1,2,1
178,2,41,1, , ,0,1,5,1,19,1,1,1,4,2,5,1,6,1,1,2,4,6,2,6,5,1,1,1,1,1,1,1,2,3,1,3,3,2,2,4,1,2,1,1,2,1,1,1,3,1,1,2,3,4,4,4,2,1,1,2,2,1,1,3,4,4,3,2,2,2,2,3,6,4,2,2,1,1,8,3,2,1,1,1
179,2,33,1, , ,0,1,13,1,15,1,10,1,8,2,7,1,6,1,6,1,7,6,1,7,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,2,1,1,2,1,1,1,2,4,1,1,3,4,3,4,3,2,4,1,1,1,1,1,1,3,6,1,3,1,1,6,2,1,5,2,3,7,7,3,4,5,2,2
180,2,55,1, , ,0,1,4,1,15,1,4,1,4,2,2,2,7,2,2,2,2,5,1,6,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,1,1,1,1,1
184,2,30,1,6, ,1,1,7,1,17,1,25,1,3,1,5,1,4,1,2,2,6,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,1,2,1,1,1,1,1,3,1,1,1,1,3,3,1,1,2,6,6,6,4,5,5,5,1
185,2,31,3, , ,0,1,2,2, ,1,1,1,1,1,4,2,3,1,1,1,4,6,1,5,4,2,3,3,1,2,3,4,2,3,3,3,3,4,2,2,3,2,2,3,3,2,4,2,2,3,3,2,3,3,4,3,3,2,2,3,1,2,1,4,5,4,6,5,4,3,4,5,6,3,3,2,2,1,2,1,3,5,2,2
186,2,60,1,6, ,1,2,20,1,18,1,15,0,0,6,2,2,5,1,4,4,1,6,1,6,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,2,2,2,3,2,2,5,2,2,2,2,2,1,5,3,9,6,6,2,2,2
187,2,32,3, , ,0,1,3,1,21,1,1,1,4,4,4,4,3,2,3,4,4,4,3,3,3,2,2,2,2,3,3,3,2,3,4,2,3,4,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,5,5,5,5,4,5,5,5,5,4,5,4,2,2,2,6,6,4,7,6,1
188,2,70,1, , ,0,1,1,1,19,1,2,1,2,1,1,2,3,1,1,1,1,7,1,7,6,1,1,2,1,1,1,3,1,1,1,3,4,3,2,2,3,1,1,1,1,1,1,1,1,3,2,1,4,2,3,3,2,1,2,1,1,2,1,2,2,4,2,2,3,2,2,3,2,2,3,2,1,2,1,1,8,1,1,1
189,2,29,1, , ,0,1,5,1,16,1,3,1,2,2,1,1,5,1,1,1,1,5,1,5,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,2,2,2,1,1,1,1,1,1,3,4,5,5,2,3,5,2,5,5,4,5,2,2,1,9,2,2,2,2,2
190,2,46,6, , ,0,1,2,1,22,1,3,1,6,4,2,2,6,2,2,2,2,6,2,3,2,1,1,1,1,1,1,1,1,1,3,3,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,2,3,1,1,1,1,4,1,1,1,6,6,6,6,1,2,2,1,9,2,7,2,2,1
191,2,37,6, , ,0,1,6,1,20,1,6,1,20,1,6,1,6,1,1,1,6,7,1,7,1,2,1,2,1,1,1,2,1,3,1,2,4,3,1,4,1,1,1,1,2,1,1,1,3,2,1,1,3,4,3,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,1,2,2,2,3,1,1,1,1,1
192,2,41,1, , ,0,1,4,1,21,1,2,1,0,3,4,4,5,3,2,2,4,5,2,6,4,2,1,1,1,1,1,1,1,3,2,3,3,2,2,2,3,2,1,1,2,1,3,1,2,2,1,2,3,4,3,3,2,1,2,3,1,1,1,4,5,4,4,4,3,5,3,3,4,4,4,2,2,2,2,2,2,1,1,2
193,2,46,1, , ,0,1,10,1,18,1,5,1,15,5,6,1,6,1,2,6,6,7,3,7,4,2,1,2,1,2,1,3,1,3,1,3,4,4,4,4,2,1,1,1,1,2,2,1,1,2,1,1,3,4,4,4,3,4,3,1,1,1,1,1,4,6,2,2,3,2,3,2,3,2,1,2,3,1,4,1,1,1,1,1
194,2,56,1, , ,0,2,20,1,15,1,25,0,0,3,2,2,6,2,2,5,2,5,4,6,5,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,2,3,1,3,5,7,3,7,6,6,6
195,2,25,1,2, ,1,2,1,1,24,1,4,1,0,1,7,1,7,1,6,1,7,7,1,7,5,1,1,1,1,1,1,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,1,1,1,1,5,6,5,6,2,1,2,1,4,5,1,3,2,2,2,7,1,8,2,2,2
196,2,49,1, , ,0,2,6,1,15,1,12,2,1,3,2,3,5,3,2,3,3,5,4,7,5,1,1,1,1,1,1,1,2,1,1,3,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,3,3,1,2,1,1,1,1,1,2,2,2,3,2,4,3,3,4,4,3,2,3,2,5,4,5,4,3,4,2
198,2,34,1, , ,0,1,5,1,17,1,32,3,1,4,7,4,7,6,6,5,6,7,6,5,6,3,4,3,4,4,2,3,2,3,3,3,3,4,2,4,1,4,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,4,2,1,2,3,1,3,4,2,4,3,1,2,1,6,5,3,4,4,8,8,8,8,8,6,3,5
199,2,60,1, , ,0,1,5,1,15,1,6,1,0,5,6,1,6,1,5,1,6,7,1,7,1,1,1,1,1,1,1,1,4,1,3,3,4,3,1,4,4,1,1,1,3,1,1,1,1,1,3,1,4,4,3,4,3,1,4,1,1,1,1,3,5,2,6,6,5,5,3,6,6,3,2,2,2,6,8,3,4,1,2,1
201,2,35,1, , ,0,1,20,1,17,1,40,1,1,2,4,5,4,5,3,2,4,6,2,5,2,1,1,1,1,1,1,1,1,3,1,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,2,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,8,8,8,8,6,6,4
202,2,50,1, , ,0,1,4,1,21,1,9,1,12,1,4,1,5,1,1,1,5,5,1,5,5,1,1,1,1,1,1,1,1,3,1,4,4,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1
203,2,48,1, , ,0,1,5,1,18,1,5,1,5,1,1,1,7,1,1,1,1,7,1,7,3,1,1,2,2,2,1,2,2,2,1,4,4,3,3,3,1,1,2,1,1,1,1,2,1,1,1,1,4,4,4,4,3,1,4,1,1,2,1,1,5,1,5,5,6,6,6,1,6,2,1,2,2,2,1,9,1,2,2,1
204,2,42,6, , ,0,1,4,1,21,1,4,1,30,1,6,1,7,1,1,1,6,5,1,5,6,1,1,1,1,1,1,1,1,4,1,4,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2
205,2,48,1, , ,0,1,5,1,16,1,21,1,1,2,5,1,6,1,2,1,5,6,1,4,4,1,1,1,1,2,1,1,2,2,1,2,4,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,3,4,3,4,1,1,1,1,3,4,3,5,2,6,6,6,3,4,2,2,2
206,2,48,8, , ,0,1,5,1,28,1,5,1,4,1,6,1,5,1,3,4,6,5,2,3,2,1,2,1,1,1,1,2,1,1,3,3,3,2,3,4,1,1,1,1,2,1,1,1,2,1,1,2,2,4,3,3,2,3,3,1,1,1,1,2,2,2,2,2,5,1,1,2,2,1,1,2,1,2,5,3,1,1,1,1
207,2,41,1, , ,0,2,6,1,15,1,65,1,0,2,1,5,7,2,5,7,2,5,2,3,1,1,1,1,1,3,1,1,2,4,4,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,1,1,4,1,1,4,3,6,6,1,1,5,1,1,4,5,1,2,9,9,9,9,9,1,2,1
208,2,60,1,7, ,1,1,50,1,15,1,80,1,10,1,4,1,6,1,2,4,4,5,1,6,6,1,1,1,1,1,1,1,1,2,1,4,4,2,2,4,1,2,1,1,1,1,1,1,1,1,1,2,3,1,4,3,1,2,3,1,1,1,1,1,1,1,4,1,1,1,1,4,4,2,1,2,6,8,8,8,9,3,2,1
209,2,31,1, , ,0,1,3,1,17,1,10,1,5,1,6,4,6,5,1,1,7,6,1,6,7,1,1,1,1,1,1,1,1,3,1,4,4,2,3,4,1,2,1,1,2,1,1,1,1,1,1,1,1,4,3,3,2,3,3,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,4,8,1,7,1,1,1
210,2,38,1, , ,0,1,6,1,17,1,6,1,13,1,3,1,7,1,1,1,1,6,1,6,2,2,1,2,1,1,2,2,1,2,1,1,3,1,3,3,1,1,1,1,3,1,2,1,1,1,1,1,2,4,4,4,2,3,4,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,2,3,3,4,1,1,1,1,1
211,2,32,3, , ,0,1,1,1,23,1,1,1,1,1,5,1,4,1,1,1,5,5,1,5,5,1,1,2,1,1,1,2,2,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,3,2,1,2,1,1,1,1,3,3,4,4,3,3,4,3,4,4,4,3,2,1,1,1,1,1,1,1,1
212,2,48,1, , ,0,1,8,1,16,1,20,1,0,1,3,1,5,1,3,1,2,6,1,6,2,1,1,1,1,2,1,1,1,2,1,3,3,1,1,3,2,3,3,1,1,1,1,1,2,1,2,1,1,2,3,3,2,2,2,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,6,6,7,4,4,3,2,2
213,2,45,1, , ,0,2,3,1,24,1,17,1,4,1,1,1,5,1,1,1,2,4,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,4,5,4,2,1,1,1,6,1,1,1,2,2,8,9,7,9,7,2,1
214,2,39,1, , ,0,1,30,1,17,1,30,1,20,1,7,5,6,1,3,1,7,6,1,6,7,2,3,3,3,3,1,1,2,3,3,3,3,3,3,3,2,1,2,1,3,3,3,3,4,1,1,2,2,4,4,3,2,2,2,2,1,2,1,5,5,6,7,6,5,6,6,6,6,2,5,2,4,9,2,1,2,7,5,4
216,2,32,1, , ,0,1,2,1,23,1,5,1,2,2,6,2,6,2,6,2,6,6,2,6,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,1,4,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,6,2,1,1,9,1,9,2,2,2
218,2,19,6, , ,0,2,0,2, ,1,0,0,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1
219,2,56,1, , ,0,1,18,1,16,1,8,1,0,2,5,1,5,1,2,6,5,6,5,6,5,2,1,1,2,3,1,2,3,2,1,3,2,2,2,3,1,2,3,1,3,2,2,3,3,2,1,1,1,2,3,2,1,1,1,1,1,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,4,4,6,3,5,2,2,2
